(0.0, 0.20502056599432367, 0.09805);(0.00000392582665887808, 0.20492068907213393, 0.03332296689215597);(-0.0017366649069235347, 0.20219468719931094, 0.02949309315943968)
(0.010000000000000002, 0.20502056599432367, 0.09805);(0.01003766855997396, 0.2049636176043839, 0.03332318471461944);(0.008177832209486742, 0.20203656018363836, 0.029492878436046005)
(0.020000000000000004, 0.20502056599432367, 0.09805);(0.020007021346128258, 0.20492887235075594, 0.03332370711319313);(0.018389049508466444, 0.20136410944827488, 0.02949287103853873)
(0.030000000000000002, 0.20502056599432367, 0.09805);(0.030037634392997607, 0.20493097291731882, 0.033315627441694626);(0.028069778634163312, 0.201320157097796, 0.029744745801170577)
(0.04, 0.20502056599432367, 0.09805);(0.04004745704505843, 0.20493358255997277, 0.033303376489016503);(0.03788743046296754, 0.20214585672692498, 0.03057854875508205)
(0.05, 0.20502056599432367, 0.09805);(0.04993162861067055, 0.20491923344239943, 0.03331014326502274);(0.04753474671736611, 0.20266456902163732, 0.03142728680734233)
(-0.039999999999999994, 0.21502056599432368, 0.09805);(-0.03991361176773127, 0.214849438294856, 0.03322878680541841);(-0.03730450407219008, 0.21184186742205385, 0.030385764911720348)
(-0.03, 0.21502056599432368, 0.09805);(-0.029926811077158295, 0.21490781186290242, 0.03334834807387593);(-0.03134766989351727, 0.21257914777861653, 0.030347870123886386)
(-0.020000000000000004, 0.21502056599432368, 0.09805);(-0.019968346893292757, 0.214884956507174, 0.03334054761997343);(-0.021173149428259246, 0.2121636960046287, 0.029631705251204635)
(-0.009999999999999995, 0.21502056599432368, 0.09805);(-0.009967591206237728, 0.21483058222315338, 0.033340428567348146);(-0.01151708075878351, 0.2123765205179905, 0.029441700106349056)
(0.0, 0.21502056599432368, 0.09805);(0.00006103953091079247, 0.21490357163520757, 0.03332019535404479);(-0.0015025970549078249, 0.21200443201096741, 0.029156065151553737)
(0.010000000000000002, 0.21502056599432368, 0.09805);(0.01002413727730549, 0.21492351304797108, 0.03331824074646306);(0.008559795849783936, 0.2118368820281557, 0.02915595343054475)
(0.020000000000000004, 0.21502056599432368, 0.09805);(0.02002692972572413, 0.21492397031660848, 0.033316022770021214);(0.018639672215478086, 0.21118884126667842, 0.029156086836078274)
(0.030000000000000002, 0.21502056599432368, 0.09805);(0.029994800594025327, 0.21493096759778765, 0.03330778351942819);(0.028448542243130273, 0.211173959840669, 0.029582382544355842)
(0.04, 0.21502056599432368, 0.09805);(0.039980985038322904, 0.21494427015871861, 0.033300155755762686);(0.03787811298944627, 0.21175380988885495, 0.030433160658485836)
(0.05, 0.21502056599432368, 0.09805);(0.050005873754566825, 0.214922558272476, 0.033299943602461066);(0.048078400970608136, 0.2114033206908419, 0.02994869646189109)
(-0.039999999999999994, 0.22502056599432366, 0.09805);(-0.03999839077736157, 0.22484528015826266, 0.03321111865158849);(-0.03736833204847581, 0.22125604768643098, 0.029461054074116977)
(-0.03, 0.22502056599432366, 0.09805);(-0.029953859445025193, 0.22489242861118883, 0.03335132319581097);(-0.03084790990303223, 0.22212731595706736, 0.029395958335936)
(-0.020000000000000004, 0.22502056599432366, 0.09805);(-0.019924663061786294, 0.2248560694776227, 0.033348024693896305);(-0.02071778828508968, 0.22184591374112272, 0.028660408185998895)
(-0.009999999999999995, 0.22502056599432366, 0.09805);(-0.009992027128504185, 0.22480153220363286, 0.03333629877132781);(-0.010773486742282639, 0.22150885892875516, 0.028296076402368642)
(0.0, 0.22502056599432366, 0.09805);(-0.00005183179739366886, 0.22487075163799586, 0.03332477033520098);(-0.001035827714664903, 0.2220605028175432, 0.028562098983312176)
(0.010000000000000002, 0.22502056599432366, 0.09805);(0.010012938518738697, 0.22493160691719805, 0.03331684111507205);(0.00884490755013302, 0.2218867130715792, 0.0285622032826931)
(0.020000000000000004, 0.22502056599432366, 0.09805);(0.020080131981485894, 0.22497661755925505, 0.033308377129197694);(0.01836056555441849, 0.22130256761314188, 0.02856217351692479)
(0.030000000000000002, 0.22502056599432366, 0.09805);(0.0299737055132864, 0.2249087895009532, 0.033313018395696156);(0.028468241142587666, 0.22062138949131477, 0.02864819334324599)
(0.04, 0.22502056599432366, 0.09805);(0.040002054170363496, 0.22490924919835978, 0.03330183014411109);(0.0379848748103563, 0.22139215420415403, 0.029798970031509983)
(0.05, 0.22502056599432366, 0.09805);(0.04994970008536697, 0.22494153534241443, 0.03329452395132661);(0.04828694975581452, 0.22157386907232868, 0.029791522212151936)
(-0.039999999999999994, 0.23502056599432367, 0.09805);(-0.03997135444984043, 0.23485451560312667, 0.033205448467567886);(-0.03646104790338468, 0.2311179978990467, 0.02895102958812454)
(-0.03, 0.23502056599432367, 0.09805);(-0.029994036624696963, 0.23491785120271677, 0.03334821529881629);(-0.030669637814083345, 0.2326204514023376, 0.029383610014417416)
(-0.020000000000000004, 0.23502056599432367, 0.09805);(-0.019919255774984785, 0.2348398460715988, 0.033354368667874);(-0.02100982118610156, 0.23083049833880603, 0.02757796313087192)
(-0.009999999999999995, 0.23502056599432367, 0.09805);(-0.010049955165448559, 0.2348610485300263, 0.03332973564320946);(-0.010512546086279145, 0.23080570119349592, 0.027135442444426228)
(0.0, 0.23502056599432367, 0.09805);(-0.00008577250810218216, 0.23488809777054115, 0.03332783537363551);(-0.0009628822327218403, 0.23119364911330942, 0.027233077615416754)
(0.010000000000000002, 0.23502056599432367, 0.09805);(0.010022590687121939, 0.23500940345682547, 0.033311371295390024);(0.00891905149581497, 0.23119299729636317, 0.027343358333402068)
(0.020000000000000004, 0.23502056599432367, 0.09805);(0.02002634887103718, 0.2349370833085809, 0.0333300609242177);(0.019196203517309888, 0.23056730121702168, 0.027343424735258873)
(0.030000000000000002, 0.23502056599432367, 0.09805);(0.029994166596821623, 0.23492095564153584, 0.033308114426540206);(0.02866009943754444, 0.2299197577091351, 0.027539984296751363)
(0.04, 0.23502056599432367, 0.09805);(0.04008396559549473, 0.23489378423698495, 0.033304420048995656);(0.03819442314839648, 0.2311806665315187, 0.029172858326747736)
(0.05, 0.23502056599432367, 0.09805);(0.05007445748365925, 0.23491549620646882, 0.033299024882359696);(0.04829733427567113, 0.23134761631518935, 0.029314324511026488)
(-0.039999999999999994, 0.24502056599432367, 0.09805);(-0.03993174392650467, 0.24483371271684545, 0.03320908616879202);(-0.03703824075804251, 0.24184555768398264, 0.029468181367165128)
(-0.03, 0.24502056599432367, 0.09805);(-0.030013392517066504, 0.24488625785087978, 0.033373439397027096);(-0.03194457971615861, 0.24187994811509173, 0.02896985488455857)
(-0.020000000000000004, 0.24502056599432367, 0.09805);(-0.019910221662919832, 0.24485384967633778, 0.03337066588305869);(-0.02080724971952643, 0.2410655046955243, 0.02748475782095469)
(-0.009999999999999995, 0.24502056599432367, 0.09805);(-0.0099498164859213, 0.24485737080642125, 0.033349582580225426);(-0.011074198448497104, 0.24026763485430164, 0.02645714077608914)
(0.0, 0.24502056599432367, 0.09805);(0.0000230968442508736, 0.24487320399488363, 0.03334293614911728);(-0.0008465083809572093, 0.2408618430579092, 0.026676233958552203)
(0.010000000000000002, 0.24502056599432367, 0.09805);(0.010018802937374638, 0.24500693199486503, 0.033318935525941173);(0.009033547643039, 0.24103416696897012, 0.026896516568014103)
(0.020000000000000004, 0.24502056599432367, 0.09805);(0.019987043363535312, 0.24497083412216833, 0.03333467381222517);(0.017901781973640212, 0.24053807894400264, 0.026896561474307273)
(0.030000000000000002, 0.24502056599432367, 0.09805);(0.030024856987743202, 0.24491445352351082, 0.03334036657254888);(0.02850465745283783, 0.24003948727468394, 0.027305188933079802)
(0.04, 0.24502056599432367, 0.09805);(0.040053177717885594, 0.24491578022117091, 0.03331552280331776);(0.03807536654305332, 0.24168442995971556, 0.029468159042269085)
(0.05, 0.24502056599432367, 0.09805);(0.05002432877064694, 0.24492252696136885, 0.03331052640515478);(0.048007343177473925, 0.24095559927441557, 0.028396014634588906)
(-0.039999999999999994, 0.25502056599432366, 0.09805);(-0.039955948795358805, 0.2548460386289405, 0.03322397434486386);(-0.03750249330906681, 0.2512434777684811, 0.02863915089389807)
(-0.03, 0.25502056599432366, 0.09805);(-0.029979485502587878, 0.25490851116200913, 0.03338824823646666);(-0.031336841367890715, 0.2511201533034221, 0.027801389533120544)
(-0.020000000000000004, 0.25502056599432366, 0.09805);(-0.019917647465568532, 0.25486719439450795, 0.03339293188789996);(-0.020413602409031898, 0.2507489022053514, 0.026661950940941953)
(-0.009999999999999995, 0.25502056599432366, 0.09805);(-0.009933921491839288, 0.25486157990906166, 0.03337596313667626);(-0.011088128374492093, 0.24979899250040943, 0.025422917492022107)
(0.0, 0.25502056599432366, 0.09805);(0.00006033791765827289, 0.2548499763131267, 0.03336366456999702);(-0.0005803475757733246, 0.2495785156489136, 0.025035404603707)
(0.010000000000000002, 0.25502056599432366, 0.09805);(0.009992401572400585, 0.2550114053525173, 0.0333253669093824);(0.008917991794479588, 0.24959126399423548, 0.025144099514074675)
(0.020000000000000004, 0.25502056599432366, 0.09805);(0.020024253229879472, 0.25495265398887773, 0.03336010495844978);(0.018492730416202374, 0.24906493560970733, 0.02514408484389842)
(0.030000000000000002, 0.25502056599432366, 0.09805);(0.03008126594988674, 0.2549415416131735, 0.033344798351166424);(0.028504737196114103, 0.24995841343347508, 0.026662017864113055)
(0.04, 0.25502056599432366, 0.09805);(0.040008146927536785, 0.25494325248336663, 0.03334837702828207);(0.03773701856590632, 0.25190114601944896, 0.029353914526629846)
(0.05, 0.25502056599432366, 0.09805);(0.05000805714922935, 0.25495072776361477, 0.03334081899380745);(0.04804295504535365, 0.2513432787083356, 0.028709229577225354)
(-0.039999999999999994, 0.26502056599432366, 0.09805);(-0.03997811661094094, 0.2647418840517919, 0.03320197677020627);(-0.037055739273705764, 0.26121113739625296, 0.028246247809771946)
(-0.03, 0.26502056599432366, 0.09805);(-0.030041074515523448, 0.26493728317612436, 0.03340076545049589);(-0.030924482993305427, 0.26059684158738533, 0.02675980639969977)
(-0.020000000000000004, 0.26502056599432366, 0.09805);(-0.0199318495507957, 0.26489115271775643, 0.033422467875588766);(-0.020545706384925644, 0.2593169822387968, 0.02486419317404999)
(-0.009999999999999995, 0.26502056599432366, 0.09805);(-0.009929846634476705, 0.26486428812849516, 0.033395893156724796);(-0.011431193017858261, 0.260008547220945, 0.025687591117128664)
(0.0, 0.26502056599432366, 0.09805);(-0.00001956003902691306, 0.26483872676100956, 0.03337828597040762);(-0.0014861113380254785, 0.26042692746776924, 0.025796745562184198)
(0.010000000000000002, 0.26502056599432366, 0.09805);(0.01001077627510212, 0.26501195181015347, 0.033346070674278486);(0.00876684076064346, 0.26077837978299423, 0.026113679509296703)
(0.020000000000000004, 0.26502056599432366, 0.09805);(0.020054842302861992, 0.26497941025001226, 0.03338057834709121);(0.018362333399696232, 0.26027883170942406, 0.02611374620294965)
(0.030000000000000002, 0.26502056599432366, 0.09805);(0.030039769426264223, 0.26497870702846954, 0.033360872185661444);(0.027331642112048596, 0.2608194106237651, 0.027557064258281264)
(0.04, 0.26502056599432366, 0.09805);(0.04004314577569772, 0.26497059875223683, 0.03334652387658711);(0.037911414049248034, 0.2612607975364366, 0.02835703415416088)
(0.05, 0.26502056599432366, 0.09805);(0.050019516919414524, 0.2649579166912181, 0.0333322001152285);(0.04780561631996706, 0.2613154510287978, 0.028127413480111274)
(-0.039999999999999994, 0.17502056599432367, 0.10805);(-0.03983721160685457, 0.17478569489480236, 0.0432494121794237);(-0.037466128071270734, 0.17241235100373198, 0.03940216550010091)
(-0.03, 0.17502056599432367, 0.10805);(-0.03003645274365323, 0.1748662966988389, 0.04336998552914209);(-0.030471529487231735, 0.17216970649705848, 0.039613916038543334)
(-0.020000000000000004, 0.17502056599432367, 0.10805);(-0.01998282388803718, 0.17492120372395614, 0.04337384704497424);(-0.021462537109397866, 0.1724865958672952, 0.03985625655068663)
(-0.009999999999999995, 0.17502056599432367, 0.10805);(-0.009941234363748322, 0.1748740230221128, 0.04336927203451141);(-0.011237072931265668, 0.1726265666857002, 0.03987929380687967)
(0.0, 0.17502056599432367, 0.10805);(0.00002844297826074412, 0.17495398516706562, 0.04335101047555144);(-0.0013773046118043676, 0.17285133167675698, 0.039988230089987004)
(0.010000000000000002, 0.17502056599432367, 0.10805);(0.010005055309555427, 0.174971336860056, 0.04334924804638442);(0.008695495966422084, 0.17263795713093727, 0.03998820772569327)
(0.020000000000000004, 0.17502056599432367, 0.10805);(0.020005036705931515, 0.17494746636659628, 0.043349646763933686);(0.018738726510644833, 0.1718381347601901, 0.03998822999700627)
(0.030000000000000002, 0.17502056599432367, 0.10805);(0.029957334419201696, 0.17497151572451333, 0.043333539543485775);(0.029007613464634683, 0.17030881217403282, 0.03943578274458383)
(0.04, 0.17502056599432367, 0.10805);(0.03997452302612164, 0.1749264175226785, 0.04333556625377373);(0.03820166845390533, 0.17104714457972997, 0.03951376234358733)
(0.05, 0.17502056599432367, 0.10805);(0.04998071087300098, 0.1749387932608979, 0.04332635248070359);(0.04810101285325077, 0.17124585188117786, 0.03964908204426562)
(-0.039999999999999994, 0.18502056599432365, 0.10805);(-0.039988991395086944, 0.18484691128427724, 0.04326910948033333);(-0.036324792175023574, 0.18118235162644392, 0.039865916023318376)
(-0.03, 0.18502056599432365, 0.10805);(-0.029987072052434303, 0.18489253471195552, 0.04337527965380335);(-0.03141481034891503, 0.1828327356557155, 0.040500480110550394)
(-0.020000000000000004, 0.18502056599432365, 0.10805);(-0.020040233236633433, 0.1848909630306962, 0.04336509457082552);(-0.02131134643542174, 0.18259672089823015, 0.04031376857053286)
(-0.009999999999999995, 0.18502056599432365, 0.10805);(-0.00993209993565011, 0.1848752357817699, 0.043367935433972674);(-0.011411516399376898, 0.18268492324356955, 0.04025280112613516)
(0.0, 0.18502056599432365, 0.10805);(0.00006101005367077262, 0.18495622219106847, 0.043348603284824344);(-0.0017605689769166666, 0.1835064259465103, 0.04057665743055143)
(0.010000000000000002, 0.18502056599432365, 0.10805);(0.00996616364439719, 0.18496702035833829, 0.043347868855544855);(0.008357672815602714, 0.1833244602034224, 0.0405767170445096)
(0.020000000000000004, 0.18502056599432365, 0.10805);(0.020007291824167026, 0.1849402193760835, 0.043348629707130576);(0.017908784921953365, 0.18263889706576886, 0.04057665005837097)
(0.030000000000000002, 0.18502056599432365, 0.10805);(0.03001293493425666, 0.18494426000950548, 0.04333404971427364);(0.028450757760671668, 0.18162129723905296, 0.040313835504740034)
(0.04, 0.18502056599432365, 0.10805);(0.04003328575957209, 0.18493090572077187, 0.043332343324337705);(0.037909943128821746, 0.18157271031286487, 0.04040519967851201)
(0.05, 0.18502056599432365, 0.10805);(0.0499981598720946, 0.18493344377956625, 0.043337555002859726);(0.04755814968451841, 0.18249521126328538, 0.041085886980939165)
(-0.039999999999999994, 0.19502056599432366, 0.10805);(-0.039890435302080925, 0.19478662841512934, 0.04326081993966435);(-0.03777923146779351, 0.19218713051441222, 0.04093801684300863)
(-0.03, 0.19502056599432366, 0.10805);(-0.029994124284624214, 0.19491510466658685, 0.0433796232502361);(-0.03116753405907065, 0.19374631941406828, 0.04124692316925445)
(-0.020000000000000004, 0.19502056599432366, 0.10805);(-0.019977256406027037, 0.1949004617877998, 0.04338454820216997);(-0.02153611857033365, 0.19289983780440279, 0.040552092813699786)
(-0.009999999999999995, 0.19502056599432366, 0.10805);(-0.009958962377367282, 0.19487084241756022, 0.043378922695244806);(-0.011984111327564972, 0.1929033707197924, 0.04038551295753395)
(0.0, 0.19502056599432366, 0.10805);(0.0000830886255578052, 0.19497030859429665, 0.04336219208378721);(-0.0021713764662382056, 0.19390468101232328, 0.04082318208244101)
(0.010000000000000002, 0.19502056599432366, 0.10805);(0.009935689395089918, 0.1949765686720481, 0.04335759909584887);(0.007946007479298755, 0.1937539721347029, 0.040823115131380885)
(0.020000000000000004, 0.19502056599432366, 0.10805);(0.019974283059770875, 0.194964055886616, 0.04336010404915444);(0.0180416718363776, 0.1930758246174114, 0.040823256094945456)
(0.030000000000000002, 0.19502056599432366, 0.10805);(0.030019065867554425, 0.19497822684215324, 0.04334966546345598);(0.028101128166579885, 0.19180517442684025, 0.040510328927033115)
(0.04, 0.19502056599432366, 0.10805);(0.03999964293035298, 0.19491802301835384, 0.04331787661952323);(0.038031187940174224, 0.1921984624975257, 0.041034180186870606)
(0.05, 0.19502056599432366, 0.10805);(0.04995631386836229, 0.19490105966482796, 0.043304882081528426);(0.04774019161744413, 0.19302652656902342, 0.04195217432412489)
(-0.039999999999999994, 0.20502056599432367, 0.10805);(-0.039979685693292494, 0.20485958283253142, 0.04323534595024667);(-0.03765069494628765, 0.2020061882133693, 0.040619285794552235)
(-0.03, 0.20502056599432367, 0.10805);(-0.029962883448110354, 0.2049214815319369, 0.04335841104230789);(-0.03125916848951744, 0.2034111797997359, 0.040831437563546305)
(-0.020000000000000004, 0.20502056599432367, 0.10805);(-0.020033397446805372, 0.20485494842111793, 0.0433547458552893);(-0.02126163412977744, 0.2025741685708286, 0.039976592944792125)
(-0.009999999999999995, 0.20502056599432367, 0.10805);(-0.009974540040987386, 0.20482366184204698, 0.043355211823298545);(-0.011136443753065802, 0.20212359626121196, 0.0394244346248189)
(0.0, 0.20502056599432367, 0.10805);(0.00001944278498761392, 0.20490964250086735, 0.043321340093538566);(-0.010899831610807653, 0.2015265828372505, 0.039120797764089374)
(0.010000000000000002, 0.20502056599432367, 0.10805);(0.009935671567656058, 0.20492905354571647, 0.04333075015146834);(0.008465709012469557, 0.20212594690369412, 0.03944090196025389)
(0.020000000000000004, 0.20502056599432367, 0.10805);(0.020023980990221287, 0.20492009955677776, 0.04332919606817122);(0.018364604913714774, 0.20146784628719966, 0.03944096174840786)
(0.030000000000000002, 0.20502056599432367, 0.10805);(0.03001845766930548, 0.20492593269367076, 0.04331874437507012);(0.028067582204967124, 0.20133248912709506, 0.039797188467587744)
(0.04, 0.20502056599432367, 0.10805);(0.040056662618896136, 0.2049461450974374, 0.04330952002490569);(0.03788947564417605, 0.20213084535025233, 0.04073145526954865)
(0.05, 0.20502056599432367, 0.10805);(0.0499656321331403, 0.20495515792306646, 0.04329430899394408);(0.04758844129032431, 0.2020174377329796, 0.04026974584182916)
(-0.039999999999999994, 0.21502056599432368, 0.10805);(-0.039932016815654434, 0.21489462574749996, 0.04323019357740819);(-0.03719446497616932, 0.21162908674744585, 0.04004955420762846)
(-0.03, 0.21502056599432368, 0.10805);(-0.02993204947995845, 0.21485388342536776, 0.04335814630876737);(-0.03148910265976841, 0.2128725648150379, 0.040260655696126454)
(-0.020000000000000004, 0.21502056599432368, 0.10805);(-0.02002315339906889, 0.21489742173985452, 0.04333134455115223);(-0.021215129946047784, 0.21226166615058978, 0.03938372460405082)
(-0.009999999999999995, 0.21502056599432368, 0.10805);(-0.00997612707750787, 0.2148297073740806, 0.04334502479823581);(-0.011378942442512625, 0.21200997282285183, 0.038847396419771085)
(0.0, 0.21502056599432368, 0.10805);(-0.00001692769420930293, 0.21489794207256502, 0.04331886198810113);(-0.0013101196650223221, 0.21244114377055867, 0.039068000363841504)
(0.010000000000000002, 0.21502056599432368, 0.10805);(0.009966028157740125, 0.21491864865892346, 0.04332042794174387);(0.008439358675653047, 0.21227741716374882, 0.03906782951823158)
(0.020000000000000004, 0.21502056599432368, 0.10805);(0.02005489901426474, 0.2149679782820349, 0.04331175000072343);(0.01854044364715215, 0.2116346240961165, 0.039067962909828696)
(0.030000000000000002, 0.21502056599432368, 0.10805);(0.03004686927541146, 0.21491256466453118, 0.043317569006549525);(0.028155306743058887, 0.2109989971830331, 0.03911781982876485)
(0.04, 0.21502056599432368, 0.10805);(0.04000151786505759, 0.2149356301656499, 0.04329929925072899);(0.03788796800137728, 0.2116761069063477, 0.04016121851739772)
(0.05, 0.21502056599432368, 0.10805);(0.05002769201346733, 0.214922168978491, 0.043299907964394924);(0.04773884673129637, 0.2115737629892399, 0.0398529775020222)
(-0.039999999999999994, 0.22502056599432366, 0.10805);(-0.03999456452725511, 0.22487633593869577, 0.04321756022155472);(-0.037284169386968026, 0.22185223762548206, 0.04005601164022857)
(-0.03, 0.22502056599432366, 0.10805);(-0.029913572223536963, 0.22491929742617156, 0.04335959039478282);(-0.031162316362841357, 0.2228167995449406, 0.04008420719281361)
(-0.020000000000000004, 0.22502056599432366, 0.10805);(-0.01994582250784486, 0.22489763517708664, 0.043345540557334875);(-0.021032321559396713, 0.22182881730876952, 0.03882763441794332)
(-0.009999999999999995, 0.22502056599432366, 0.10805);(-0.009985932357174912, 0.2248114614488154, 0.043350562568109596);(-0.010744536030923754, 0.22142758191236633, 0.03816289280821872)
(0.0, 0.22502056599432366, 0.10805);(-0.0000027924306695453197, 0.2248751488042708, 0.04332498979516376);(-0.0009495593040309462, 0.22177949528224655, 0.038256327900960424)
(0.010000000000000002, 0.22502056599432366, 0.10805);(0.009945020329594066, 0.22493768481639984, 0.04331922350793635);(0.00891858468934583, 0.2216021062436524, 0.03825638749765688)
(0.020000000000000004, 0.22502056599432366, 0.10805);(0.020031664974076435, 0.22495252782659286, 0.043322018014827754);(0.018378523627724068, 0.2212186987299255, 0.03855292251051369)
(0.030000000000000002, 0.22502056599432366, 0.10805);(0.03006196790011937, 0.22494614304277152, 0.04331473544219147);(0.028361595163326956, 0.22126594916220566, 0.039175950270229604)
(0.04, 0.22502056599432366, 0.10805);(0.04003154521880037, 0.22491731990235778, 0.043310767445460654);(0.037918546194049114, 0.221944723716354, 0.04035711512153488)
(0.05, 0.22502056599432366, 0.10805);(0.05009319554376752, 0.22491106185881773, 0.04330173552400979);(0.04796603377649292, 0.22179666090765304, 0.039815145748641034)
(-0.039999999999999994, 0.23502056599432367, 0.10805);(-0.0399311230869603, 0.23483621694776585, 0.04322252887822417);(-0.036907119100531884, 0.2312387038417797, 0.03910039895969236)
(-0.03, 0.23502056599432367, 0.10805);(-0.029979922005143277, 0.2348884175744063, 0.04335169549755026);(-0.03054628431045747, 0.23233494405376393, 0.039211405521631035)
