87(-0.020000000000000004, 0.18502056599432365, 0.18805);171,['2.0329573', '-0.2481826', '-2.009533', '0.6869622', '0.0005502416', '0.4628152'];0
88(-0.03, 0.18502056599432365, 0.18805);173,['2.0834248', '-0.25940084', '-1.9961362', '0.68659157', '0.0003574489', '0.51205015'];0
89(-0.039999999999999994, 0.18502056599432365, 0.18805);175,['2.132159', '-0.2743143', '-1.97385', '0.6779256', '-0.0002606084', '0.56148624'];0
90(0.05, 0.17502056599432367, 0.18805);177,['1.6557751', '-0.2137693', '-2.054412', '0.69681877', '-0.0011964561', '0.08433248'];0
91(0.04, 0.17502056599432367, 0.18805);179,['1.7143595', '-0.19304313', '-2.0819821', '0.7038317', '-0.00019609851', '0.14347832'];0
92(0.030000000000000002, 0.17502056599432367, 0.18805);181,['1.7732323', '-0.17640047', '-2.102537', '0.7070628', '0.0009608899', '0.2032409'];0
93(0.020000000000000004, 0.17502056599432367, 0.18805);182,['1.8326714', '-0.16415948', '-2.1183722', '0.7109322', '-0.00020710618', '0.26153466'];0
94(0.010000000000000002, 0.17502056599432367, 0.18805);184,['1.891219', '-0.15690282', '-2.1279445', '0.71373785', '8.404189e-05', '0.32055762'];0
95(0.0, 0.17502056599432367, 0.18805);186,['1.9491888', '-0.15403101', '-2.129911', '0.7114648', '-0.000832593', '0.37765798'];0
96(-0.009999999999999995, 0.17502056599432367, 0.18805);188,['2.005428', '-0.1567283', '-2.1271126', '0.7117068', '-0.0001492474', '0.4348795'];0
97(-0.020000000000000004, 0.17502056599432367, 0.18805);190,['2.059823', '-0.1644938', '-2.1187317', '0.71225965', '0.0012628827', '0.48848417'];0
98(-0.03, 0.17502056599432367, 0.18805);192,['2.1128812', '-0.1767389', '-2.104743', '0.71187454', '0.0005093283', '0.54191655'];0
99(-0.039999999999999994, 0.17502056599432367, 0.18805);194,['2.1636395', '-0.1932293', '-2.0826113', '0.70534885', '0.00014900396', '0.592842'];0
100(0.05, 0.26502056599432366, 0.17804999999999999);196,['1.6262084', '-1.0326436', '-0.7532048', '0.21705733', '0.00044858997', '0.055510893'];0
101(0.04, 0.26502056599432366, 0.17804999999999999);198,['1.6645387', '-1.0112063', '-0.7959897', '0.2375005', '-0.00024148954', '0.0933138'];0
102(0.030000000000000002, 0.26502056599432366, 0.17804999999999999);200,['1.703005', '-0.99513334', '-0.82731074', '0.25155863', '-0.0011659544', '0.13264218'];0
103(0.020000000000000004, 0.26502056599432366, 0.17804999999999999);202,['1.7411515', '-0.9840138', '-0.8493112', '0.26201382', '-0.00042908965', '0.1702298'];0
104(0.010000000000000002, 0.26502056599432366, 0.17804999999999999);204,['1.7793167', '-0.97748435', '-0.86177313', '0.26720127', '-0.0005685559', '0.20873971'];0
105(0.0, 0.26502056599432366, 0.17804999999999999);206,['1.8170252', '-0.9752122', '-0.86705935', '0.2709013', '0.00048368532', '0.24617444'];0
106(-0.009999999999999995, 0.26502056599432366, 0.17804999999999999);208,['1.8546312', '-0.9770082', '-0.86480993', '0.27190685', '7.881747e-05', '0.28366685'];0
107(-0.020000000000000004, 0.26502056599432366, 0.17804999999999999);210,['1.8918287', '-0.9837391', '-0.8508805', '0.26418748', '-0.0005975743', '0.32108495'];0
