2024-07-24 15:46:27.771366,0,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.00000-0.00000 0.00000 0.16500,0.00000 0.00000 0.00000-0.00000 0.00000 0.16500,-90.00021 -0.00008 0.00000-0.00000 0.00000 0.27500,-0.00001 -0.00008 0.00000-0.00000 0.00000 0.27500,-90.00020 0.00012 179.99986-0.00000 -0.00000 0.40100,0.00000 0.00012 179.99987-0.00000 -0.00000 0.40100,-90.00021 0.00013 179.99987
2024-07-24 15:46:27.791516,1,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,0.00000 0.00000 -0.899770.00000 0.00000 0.16500,-90.00021 0.51021 -0.899770.00098 -0.00001 0.27500,-0.00826 0.51015 -1.827360.00098 -0.00001 0.27500,-89.99194 -1.38067 178.172370.00401 -0.00009 0.40096,-0.01491 -1.38062 179.134370.00401 -0.00009 0.40096,-90.01511 -0.40861 179.13412
2024-07-24 15:46:27.807131,2,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.00000-0.00000 0.00000 0.16500,-0.00000 0.00000 -1.17635-0.00000 -0.00000 0.16500,-90.00022 1.43502 -1.176360.00275 -0.00006 0.27497,-0.04808 1.43422 -3.096510.00275 -0.00006 0.27497,-89.95206 -3.33406 176.901760.01008 -0.00035 0.40075,-0.06317 -3.33380 178.815840.01008 -0.00035 0.40075,-90.06329 -1.39045 178.81369
2024-07-24 15:46:27.822732,3,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.00000-0.00000 0.00000 0.16500,0.00000 0.00000 -0.56008-0.00000 0.00000 0.16500,-90.00021 2.39163 -0.560080.00459 -0.00004 0.27490,-0.12043 2.38860 -3.447310.00459 -0.00004 0.27490,-89.87934 -5.32857 176.546350.01629 -0.00048 0.40036,-0.14674 -5.32792 179.427410.01629 -0.00048 0.40036,-90.14644 -2.41402 179.41994
2024-07-24 15:46:27.839817,4,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 -0.00000 0.16500,-0.00000 0.00000 -0.927600.00000 -0.00000 0.16500,-90.00021 3.35413 -0.927610.00643 -0.00010 0.27481,-0.22546 3.34655 -4.784120.00643 -0.00010 0.27481,-89.77327 -7.32650 175.199980.02249 -0.00095 0.39978,-0.26524 -7.32522 179.058240.02249 -0.00095 0.39978,-90.26376 -3.44123 179.04023
2024-07-24 15:46:27.856984,5,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,-0.00000 0.00000 -1.836850.00000 -0.00000 0.16500,-90.00020 4.32145 -1.836870.00828 -0.00027 0.27469,-0.36167 4.30632 -6.642410.00828 -0.00027 0.27469,-89.63472 -9.32774 173.325390.02866 -0.00184 0.39902,-0.42205 -9.32537 178.182110.02866 -0.00184 0.39902,-90.41794 -4.47195 178.14628
2024-07-24 15:46:27.873668,6,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,-0.00000 0.00000 -2.77895-0.00000 0.00000 0.16500,-90.00021 5.29657 -2.778970.01014 -0.00049 0.27453,-0.53287 5.26977 -8.561210.01014 -0.00049 0.27453,-89.45904 -11.33126 171.381280.03480 -0.00303 0.39807,-0.61199 -11.32770 177.246320.03480 -0.00303 0.39807,-90.60304 -5.50516 177.18393
2024-07-24 15:46:27.890328,7,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,-0.00000 0.00000 -3.71905-0.00000 -0.00000 0.16500,-90.00023 6.27775 -3.719080.01200 -0.00078 0.27434,-0.73786 6.23441 -10.482250.01200 -0.00078 0.27434,-89.24637 -13.33554 169.423890.04087 -0.00448 0.39693,-0.83792 -13.33061 176.318320.04087 -0.00448 0.39693,-90.82088 -6.53953 176.21855
2024-07-24 15:46:27.906901,8,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,-0.00000 0.00000 -4.657320.00000 0.00000 0.16500,-90.00021 7.26491 -4.657350.01386 -0.00113 0.27412,-0.97695 7.19928 -12.406060.01386 -0.00113 0.27412,-88.99514 -15.33919 167.450370.04687 -0.00621 0.39561,-1.10041 -15.33279 175.399310.04687 -0.00621 0.39561,-91.07079 -7.57375 175.24940
2024-07-24 15:46:27.924293,9,0.00000 0.00000 -0.00000,0.00000 -0.00000 0.000000.00000 0.00000 0.16500,-0.00000 0.00000 -5.593820.00000 0.00000 0.16500,-90.00021 8.25797 -5.593850.01572 -0.00154 0.27386,-1.25054 8.16338 -14.333690.01572 -0.00154 0.27386,-88.70338 -17.34107 165.457210.05278 -0.00821 0.39410,-1.40005 -17.33328 174.490240.05278 -0.00821 0.39410,-91.35187 -8.60720 174.27535
