51.39934,-18.22211,-0.00053,-33.85020,0.87216,15.73566,128.25960
51.39944,-18.22188,-0.00066,-33.84979,0.88704,15.73122,128.25400
51.39944,-18.22188,-0.00066,-33.84979,0.88704,15.73122,128.25400
51.39948,-18.22338,-0.00520,-33.84483,0.89741,15.73094,128.25360
51.39960,-18.22551,-0.00692,-33.83459,0.98972,15.72587,128.24820
51.39960,-18.22551,-0.00692,-33.83459,0.98972,15.72587,128.24820
51.37526,-18.17644,0.13392,-34.02325,1.60700,15.76400,127.28800
51.37487,-18.17735,0.13869,-34.01895,1.22669,15.76828,127.28990
51.37487,-18.17735,0.13869,-34.01895,1.22669,15.76828,127.28990
51.37522,-18.17640,0.13591,-34.02253,1.41062,15.76331,127.28660
51.37485,-18.17789,0.14053,-34.01610,1.23552,15.76733,127.28840
51.37485,-18.17789,0.14053,-34.01610,1.23552,15.76733,127.28840
51.37518,-18.17770,0.13828,-34.01752,1.37768,15.76427,127.28840
51.37480,-18.17944,0.14301,-34.01007,1.21057,15.76828,127.29030
51.37511,-18.17909,0.14067,-34.01210,1.31154,15.76526,127.29000
51.37511,-18.17909,0.14067,-34.01210,1.31154,15.76526,127.29000
51.37474,-18.18091,0.14561,-34.00419,1.15080,15.76897,127.29160
51.37503,-18.18033,0.14310,-34.00697,1.20524,15.76586,127.29060
51.37503,-18.18033,0.14310,-34.00697,1.20524,15.76586,127.29060
51.37467,-18.18222,0.14826,-33.99863,1.05203,15.76920,127.29190
51.37474,-18.18131,0.14585,-34.00330,1.04890,15.76797,127.29020
51.37474,-18.18131,0.14585,-34.00330,1.04890,15.76797,127.29020
51.37440,-18.18330,0.15124,-33.99447,0.92784,15.77098,127.29130
51.37418,-18.18132,0.15154,-34.00256,0.88294,15.77559,127.29490
51.37418,-18.18132,0.15154,-34.00256,0.88294,15.77559,127.29490
51.37444,-18.18437,0.15522,-33.99059,0.95464,15.76997,127.29130
51.37462,-18.18299,0.16019,-33.99411,0.96930,15.76490,127.28610
51.37462,-18.18299,0.16019,-33.99411,0.96930,15.76490,127.28610
51.37470,-18.18343,0.15965,-33.99223,0.98083,15.76326,127.28480
51.37482,-18.18550,0.15521,-33.98420,1.00957,15.76117,127.28320
51.37482,-18.18550,0.15521,-33.98420,1.00957,15.76117,127.28320
51.37493,-18.18757,0.15103,-33.97551,1.07327,15.75783,127.27950
51.37487,-18.18876,0.14789,-33.97116,1.07650,15.75832,127.27930
51.37487,-18.18876,0.14789,-33.97116,1.07650,15.75832,127.27930
51.37499,-18.19089,0.14369,-33.96252,1.13798,15.75550,127.27660
51.37495,-18.19239,0.13983,-33.95693,1.14420,15.75574,127.27610
51.37508,-18.19450,0.13566,-33.94831,1.21280,15.75275,127.27310
51.37508,-18.19450,0.13566,-33.94831,1.21280,15.75275,127.27310
51.37505,-18.19588,0.13229,-33.94298,1.22045,15.75255,127.27210
51.37519,-18.19788,0.12802,-33.93503,1.27887,15.75002,127.27000
51.37519,-18.19788,0.12802,-33.93503,1.27887,15.75002,127.27000
