2025-10-03 17:04:45.088196;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.105055;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.122518;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.138894;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.155918;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.172940;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.190450;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.206885;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.223827;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.240867;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.258387;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.274883;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.291862;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.308879;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.326377;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.342846;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.359881;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.376836;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.393825;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.410812;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.427866;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.444720;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.462373;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.478834;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.495824;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.512791;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.530325;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.546733;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.563852;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
2025-10-03 17:04:45.580756;[1.8252653317356697, -1.130449756516727, -1.308473340220149, 0.842121364087264, 0.0029670597283903604, 0.2530727415391778]
