x,y,z,d
-0.039999999999999994,0.17502056599432367,0.09805,0.03815125301480293,0
-0.03,0.17502056599432367,0.09805,0.003546689869835973,0
-0.020000000000000004,0.17502056599432367,0.09805,0.0016459815669804811,0
-0.009999999999999995,0.17502056599432367,0.09805,0.002182304160669446,0
0.0,0.17502056599432367,0.09805,0.0014636566629633307,0
0.010000000000000002,0.17502056599432367,0.09805,0.0012166544329375029,0
0.020000000000000004,0.17502056599432367,0.09805,0.001545051927678287,0
0.030000000000000002,0.17502056599432367,0.09805,0.0025297021493315697,0
0.04,0.17502056599432367,0.09805,0.00288623315282166,0
0.05,0.17502056599432367,0.09805,0.0035905945114791393,0
-0.039999999999999994,0.18502056599432365,0.09805,0.005491785239428282,0
-0.03,0.18502056599432365,0.09805,0.0017907143337652087,0
-0.020000000000000004,0.18502056599432365,0.09805,0.0017278363229706883,0
-0.009999999999999995,0.18502056599432365,0.09805,0.0018313087057322264,0
0.0,0.18502056599432365,0.09805,0.0018221876816824079,0
0.010000000000000002,0.18502056599432365,0.09805,0.0017598592676222324,0
0.020000000000000004,0.18502056599432365,0.09805,0.002168243518099189,0
0.030000000000000002,0.18502056599432365,0.09805,0.002737579168751836,0
0.04,0.18502056599432365,0.09805,0.0027321751695126295,0
0.05,0.18502056599432365,0.09805,0.0028910981491208076,0
-0.039999999999999994,0.19502056599432366,0.09805,0.0031778947450220585,0
-0.03,0.19502056599432366,0.09805,0.0015813589561730623,0
-0.020000000000000004,0.19502056599432366,0.09805,0.0019135817419737577,0
-0.009999999999999995,0.19502056599432366,0.09805,0.002205966506153345,0
0.0,0.19502056599432366,0.09805,0.002049001632258296,0
0.010000000000000002,0.19502056599432366,0.09805,0.0017261174507439137,0
0.020000000000000004,0.19502056599432366,0.09805,0.0015606405213475227,0
0.030000000000000002,0.19502056599432366,0.09805,0.0017788702389225364,0
0.04,0.19502056599432366,0.09805,0.001517660915851593,0
0.05,0.19502056599432366,0.09805,0.0038264289032667875,0
-0.039999999999999994,0.20502056599432367,0.09805,0.0037781877908855677,0
-0.03,0.20502056599432367,0.09805,0.0031372427474707365,0
-0.020000000000000004,0.20502056599432367,0.09805,0.003696573432534933,0
-0.009999999999999995,0.20502056599432367,0.09805,0.003729217452928424,0
0.0,0.20502056599432367,0.09805,0.004151875618845224,0
0.010000000000000002,0.20502056599432367,0.09805,0.004304350819438696,0
0.020000000000000004,0.20502056599432367,0.09805,0.004702725447714329,0
0.030000000000000002,0.20502056599432367,0.09805,0.004419731441885233,0
0.04,0.20502056599432367,0.09805,0.0033888162579387426,0
0.05,0.20502056599432367,0.09805,0.0036758319474756718,0
-0.039999999999999994,0.21502056599432368,0.09805,0.0056455181911587715,0
-0.03,0.21502056599432368,0.09805,0.003398400731384754,0
-0.020000000000000004,0.21502056599432368,0.09805,0.004501073155552149,0
-0.009999999999999995,0.21502056599432368,0.09805,0.004525810945779085,0
0.0,0.21502056599432368,0.09805,0.004993585404008627,0
0.010000000000000002,0.21502056599432368,0.09805,0.005099212285131216,0
0.020000000000000004,0.21502056599432368,0.09805,0.005503324791789055,0
0.030000000000000002,0.21502056599432368,0.09805,0.00495638232678175,0
0.04,0.21502056599432368,0.09805,0.0037219251971691847,0
0.05,0.21502056599432368,0.09805,0.004744592122733593,0
-0.039999999999999994,0.22502056599432366,0.09805,0.005414341110736132,0
-0.03,0.22502056599432366,0.09805,0.0039046122692525387,0
-0.020000000000000004,0.22502056599432366,0.09805,0.005267325323075056,0
-0.009999999999999995,0.22502056599432366,0.09805,0.00549255171790719,0
0.0,0.22502056599432366,0.09805,0.005037721246480942,0
0.010000000000000002,0.22502056599432366,0.09805,0.005173808429390192,0
0.020000000000000004,0.22502056599432366,0.09805,0.0055686719715595245,0
0.030000000000000002,0.22502056599432366,0.09805,0.005684761796146631,0
0.04,0.22502056599432366,0.09805,0.004646160174161196,0
0.05,0.22502056599432366,0.09805,0.004507043398916721,0
-0.039999999999999994,0.23502056599432367,0.09805,0.006525855511426926,0
-0.03,0.23502056599432367,0.09805,0.004357642028480768,0
-0.020000000000000004,0.23502056599432367,0.09805,0.006273292005062103,0
-0.009999999999999995,0.23502056599432367,0.09805,0.007269503548741341,0
0.0,0.23502056599432367,0.09805,0.007024286314845085,0
0.010000000000000002,0.23502056599432367,0.09805,0.006985888816416264,0
0.020000000000000004,0.23502056599432367,0.09805,0.007320269010961056,0
0.030000000000000002,0.23502056599432367,0.09805,0.007211541756987572,0
0.04,0.23502056599432367,0.09805,0.005596063565462828,0
0.05,0.23502056599432367,0.09805,0.0029776482842862606,0
-0.039999999999999994,0.24502056599432367,0.09805,0.005573336500674486,0
-0.03,0.24502056599432367,0.09805,0.005289306398481131,0
-0.020000000000000004,0.24502056599432367,0.09805,0.006709841080009937,0
-0.009999999999999995,0.24502056599432367,0.09805,0.007361759431660175,0
0.0,0.24502056599432367,0.09805,0.007250085007399321,0
0.010000000000000002,0.24502056599432367,0.09805,0.0072408150881528854,0
0.020000000000000004,0.24502056599432367,0.09805,0.00758438790217042,0
0.030000000000000002,0.24502056599432367,0.09805,0.007275868207216263,0
0.04,0.24502056599432367,0.09805,0.004575465340167284,0
0.05,0.24502056599432367,0.09805,0.005299900192767382,0
-0.039999999999999994,0.25502056599432366,0.09805,0.00666534760966897,0
-0.03,0.25502056599432366,0.09805,0.0066816965118050575,0
-0.020000000000000004,0.25502056599432366,0.09805,0.007794572040438652,0
-0.009999999999999995,0.25502056599432366,0.09805,0.008503087796270847,0
0.0,0.25502056599432366,0.09805,0.008922659792006016,0
0.010000000000000002,0.25502056599432366,0.09805,0.008865493349730968,0
0.020000000000000004,0.25502056599432366,0.09805,0.009265737608075142,0
0.030000000000000002,0.25502056599432366,0.09805,0.007450709585100412,0
0.04,0.25502056599432366,0.09805,0.0047456673346459866,0
0.05,0.25502056599432366,0.09805,0.0055456929840147495,0
-0.039999999999999994,0.26502056599432366,0.09805,0.006714829709380865,0
-0.03,0.26502056599432366,0.09805,0.007362548261880875,0
-0.020000000000000004,0.26502056599432366,0.09805,0.009607253596186638,0
-0.009999999999999995,0.26502056599432366,0.09805,0.008100859820842743,0
0.0,0.26502056599432366,0.09805,0.007831083610653877,0
0.010000000000000002,0.26502056599432366,0.09805,0.007377838250249624,0
0.020000000000000004,0.26502056599432366,0.09805,0.0077459062449634075,0
0.030000000000000002,0.26502056599432366,0.09805,0.0062811411917209625,0
0.04,0.26502056599432366,0.09805,0.005687847267836332,0
0.05,0.26502056599432366,0.09805,0.006433356553316116,0
-0.039999999999999994,0.17502056599432367,0.10805,0.004944461863487959,0
-0.03,0.17502056599432367,0.10805,0.0038662224542349577,0
-0.020000000000000004,0.17502056599432367,0.10805,0.0038426234386861324,0
-0.009999999999999995,0.17502056599432367,0.10805,0.004085734020918608,0
0.0,0.17502056599432367,0.10805,0.0033714512828737497,0
0.010000000000000002,0.17502056599432367,0.10805,0.003446287475526333,0
0.020000000000000004,0.17502056599432367,0.10805,0.003862819168716669,0
0.030000000000000002,0.17502056599432367,0.10805,0.004824939649552107,0
0.04,0.17502056599432367,0.10805,0.005402810405939817,0
0.05,0.17502056599432367,0.10805,0.004928134847432375,0
-0.039999999999999994,0.18502056599432365,0.10805,0.005607318133115768,0
-0.03,0.18502056599432365,0.10805,0.003002425655722618,0
-0.020000000000000004,0.18502056599432365,0.10805,0.003400948131456971,0
-0.009999999999999995,0.18502056599432365,0.10805,0.003320108400657773,0
0.0,0.18502056599432365,0.10805,0.003026963211596012,0
0.010000000000000002,0.18502056599432365,0.10805,0.0029015641193836927,0
0.020000000000000004,0.18502056599432365,0.10805,0.003253029892221093,0
0.030000000000000002,0.18502056599432365,0.10805,0.004097821190953255,0
0.04,0.18502056599432365,0.10805,0.004192255903035402,0
0.05,0.18502056599432365,0.10805,0.0033354589249938726,0
-0.039999999999999994,0.19502056599432366,0.10805,0.0044390554539859295,0
-0.03,0.19502056599432366,0.10805,0.0025191993918269873,0
-0.020000000000000004,0.19502056599432366,0.10805,0.003224211046472192,0
-0.009999999999999995,0.19502056599432366,0.10805,0.003702656365931034,0
0.0,0.19502056599432366,0.10805,0.003139812732115388,0
0.010000000000000002,0.19502056599432366,0.10805,0.0030903262086212635,0
0.020000000000000004,0.19502056599432366,0.10805,0.003395936219021678,0
0.030000000000000002,0.19502056599432366,0.10805,0.004287097603082657,0
0.04,0.19502056599432366,0.10805,0.003384081181138754,0
0.05,0.19502056599432366,0.10805,0.0026055239140987396,0
-0.039999999999999994,0.20502056599432367,0.10805,0.0047126514837145805,0
-0.03,0.20502056599432367,0.10805,0.00339089916087687,0
-0.020000000000000004,0.20502056599432367,0.10805,0.003991835284978151,0
-0.009999999999999995,0.20502056599432367,0.10805,0.004660406615585089,0
0.0,0.20502056599432367,0.10805,0.0044825756922364235,0
0.010000000000000002,0.20502056599432367,0.10805,0.0045377337373793125,0
0.020000000000000004,0.20502056599432367,0.10805,0.005004656035453081,0
0.030000000000000002,0.20502056599432367,0.10805,0.0050552962347865105,0
0.04,0.20502056599432367,0.10805,0.003973694052547216,0
0.05,0.20502056599432367,0.10805,0.0025505286175757647,0
-0.039999999999999994,0.21502056599432368,0.10805,0.005327539052814245,0
