0.05, 0.21502056599432368, 0.09805;(0.0022767304686938453, 0.0032249116141218337, 0.0030620569922796964)
-0.039999999999999994, 0.22502056599432366, 0.09805;(-0.002759660890778122, 0.0030859319702982724, 0.0030737676708706557)
-0.03, 0.22502056599432366, 0.09805;(0.0010997347109830136, 0.0023141663659792255, 0.0032795446715029736)
-0.020000000000000004, 0.22502056599432366, 0.09805;(0.0012904656747250547, 0.002578102760303236, 0.004016466479828812)
-0.009999999999999995, 0.22502056599432366, 0.09805;(0.000924086738969751, 0.0028918633580446995, 0.0045960645959085)
0.0, 0.22502056599432366, 0.09805;(0.0009026217263932454, 0.0030753894686247896, 0.004762739079075054)
0.010000000000000002, 0.22502056599432366, 0.09805;(0.0010985503163208378, 0.0033133608556472627, 0.004754616775516224)
0.020000000000000004, 0.22502056599432366, 0.09805;(0.0016616312448878533, 0.003945289229891263, 0.004746293736788684)
0.030000000000000002, 0.22502056599432366, 0.09805;(0.0015748356819373609, 0.003868194220886051, 0.0042190012702361945)
0.04, 0.22502056599432366, 0.09805;(0.0020466790032285104, 0.0032714467580954587, 0.003164546008729452)
0.05, 0.22502056599432366, 0.09805;(0.0019904060826530026, 0.0030537031330791498, 0.0031612897213344343)
-0.039999999999999994, 0.23502056599432367, 0.09805;(-0.00292472160200212, 0.0033159927800437694, 0.003921127484900408)
-0.03, 0.23502056599432367, 0.09805;(0.0014763356302688255, 0.0022342627257917747, 0.003852691763468169)
-0.020000000000000004, 0.23502056599432367, 0.09805;(0.0009898584960284541, 0.003408438212589182, 0.005404163012901128)
-0.009999999999999995, 0.23502056599432367, 0.09805;(0.0004625488102996747, 0.004055342264320555, 0.0061943818387118765)
0.0, 0.23502056599432367, 0.09805;(0.000877109724619658, 0.0036944486572317303, 0.006094757758218758)
0.010000000000000002, 0.23502056599432367, 0.09805;(0.001103552904053928, 0.003816318442132982, 0.0059679242968344315)
0.020000000000000004, 0.23502056599432367, 0.09805;(0.0008301453537272914, 0.004369782091559221, 0.005986636188958824)
0.030000000000000002, 0.23502056599432367, 0.09805;(0.0013316942797390423, 0.005016170436920403, 0.00578351799977099)
0.04, 0.23502056599432367, 0.09805;(0.0018895424470982483, 0.0037131177054662567, 0.00413156172224792)
0.05, 0.23502056599432367, 0.09805;(0.0017771101235403292, 0.0035679096907197116, 0.003984655673947915)
-0.039999999999999994, 0.24502056599432367, 0.09805;(-0.0027873928790854985, 0.0027486816081827015, 0.0035595186216994396)
-0.03, 0.24502056599432367, 0.09805;(0.001999123200608837, 0.0028443692863090175, 0.004292221289949327)
-0.020000000000000004, 0.24502056599432367, 0.09805;(0.000897028056606599, 0.003788344980813485, 0.005885908062103998)
-0.009999999999999995, 0.24502056599432367, 0.09805;(0.0012028703612608146, 0.004349537598426129, 0.006528083348422864)
0.0, 0.24502056599432367, 0.09805;(0.0008900662235133974, 0.003938206863037669, 0.00641174386883514)
0.010000000000000002, 0.24502056599432367, 0.09805;(0.0013394431041840928, 0.0038865392844241453, 0.006167460508175598)
0.020000000000000004, 0.24502056599432367, 0.09805;(0.0017558701197200183, 0.004213794361263318, 0.006072601857584306)
0.030000000000000002, 0.24502056599432367, 0.09805;(0.0015843644440822584, 0.0044511294359499964, 0.005557029126444513)
0.04, 0.24502056599432367, 0.09805;(0.002033179247377219, 0.00272483409953464, 0.0032945149757064585)
0.05, 0.24502056599432367, 0.09805;(0.002050524909078845, 0.0034693423988511607, 0.004168564080253498)
-0.039999999999999994, 0.25502056599432366, 0.09805;(-0.002848066246175014, 0.003544019409336907, 0.0045848902425447285)
-0.03, 0.25502056599432366, 0.09805;(0.0017517291880900544, 0.003837864031838445, 0.005586844025332036)
-0.020000000000000004, 0.25502056599432366, 0.09805;(0.0009487404612139837, 0.003984372320230245, 0.006620916988001421)
-0.009999999999999995, 0.25502056599432366, 0.09805;(0.0012302519373176418, 0.004819947396040858, 0.007573222724889098)
0.0, 0.25502056599432366, 0.09805;(0.0010991202865251108, 0.005026593045989514, 0.007949257088381179)
0.010000000000000002, 0.25502056599432366, 0.09805;(0.001131009314787235, 0.005171802855707952, 0.0078019336988479765)
0.020000000000000004, 0.25502056599432366, 0.09805;(0.001578525881650434, 0.005637388498355933, 0.00783665681449705)
0.030000000000000002, 0.25502056599432366, 0.09805;(0.0016128027781292797, 0.004733421588306419, 0.006300538573407927)
0.04, 0.25502056599432366, 0.09805;(0.0018718034118508989, 0.0031363079711051456, 0.0038245297797929317)
0.05, 0.25502056599432366, 0.09805;(0.0019811418104808617, 0.0033588921174509956, 0.0042423091474466795)
-0.039999999999999994, 0.26502056599432366, 0.09805;(-0.0028282299740590294, 0.0032993050962225046, 0.004553550670933021)
-0.03, 0.26502056599432366, 0.09805;(0.0009734279944870333, 0.004104838540428535, 0.006240980904567775)
-0.020000000000000004, 0.26502056599432366, 0.09805;(0.000696063138583173, 0.005332599324817944, 0.008162071547821032)
-0.009999999999999995, 0.26502056599432366, 0.09805;(0.0015013463833815563, 0.004855740907550143, 0.007708302039596132)
0.0, 0.26502056599432366, 0.09805;(0.0014665716539389894, 0.004411787525464339, 0.00758148123091118)
0.010000000000000002, 0.26502056599432366, 0.09805;(0.0012439216154747027, 0.004233524165825953, 0.0072322873704806084)
0.020000000000000004, 0.26502056599432366, 0.09805;(0.0021013476166597232, 0.004672078815905034, 0.007266906516922272)
0.030000000000000002, 0.26502056599432366, 0.09805;(0.002298497380022791, 0.0042025562868416855, 0.005803793001425375)
0.04, 0.26502056599432366, 0.09805;(0.002172736713028804, 0.0033061647082831547, 0.004488086461068755)
0.05, 0.26502056599432366, 0.09805;(0.0021972018904132667, 0.0039075827600902335, 0.005436716722100304)
-0.039999999999999994, 0.17502056599432367, 0.10805;(-0.002242573002845104, 0.0021796369817006778, 0.0035888337252341918)
-0.03, 0.17502056599432367, 0.10805;(0.0009984473868336827, 0.002269210415022316, 0.003389616948110463)
-0.020000000000000004, 0.17502056599432367, 0.10805;(0.0013198107305644295, 0.0021978676748948267, 0.0032637012965846396)
-0.009999999999999995, 0.17502056599432367, 0.10805;(0.0013200571631251275, 0.0021965867011907725, 0.003348998887345453)
0.0, 0.17502056599432367, 0.10805;(0.0016166251310872216, 0.0015866761803840501, 0.0030029762765578227)
0.010000000000000002, 0.17502056599432367, 0.10805;(0.0014900063541446375, 0.001806005089383722, 0.0030012286712308434)
0.020000000000000004, 0.17502056599432367, 0.10805;(0.0014157379014515456, 0.002572337937326613, 0.003001634940115322)
0.030000000000000002, 0.17502056599432367, 0.10805;(0.0011355678496961959, 0.0037971245403821408, 0.0034307046023624027)
0.04, 0.17502056599432367, 0.10805;(0.0017583020291776566, 0.003972648216530816, 0.0036764422236941485)
0.05, 0.17502056599432367, 0.10805;(0.0019017129351946438, 0.0034619048259762475, 0.003416429688120823)
-0.039999999999999994, 0.18502056599432365, 0.10805;(-0.0032565736944971876, 0.003465219050204388, 0.003022865753449705)
-0.03, 0.18502056599432365, 0.10805;(0.001420095265009011, 0.0015240703370445197, 0.0023890117188434534)
-0.020000000000000004, 0.18502056599432365, 0.10805;(0.0014559113870552566, 0.0019326319544415993, 0.0026683205811676852)
-0.009999999999999995, 0.18502056599432365, 0.10805;(0.0015022313607262923, 0.002139264354485304, 0.0029575103574739636)
0.0, 0.18502056599432365, 0.10805;(0.0019042177325624356, 0.001234516846035566, 0.00250161924238447)
0.010000000000000002, 0.18502056599432365, 0.10805;(0.001679112659878539, 0.0014230296914537477, 0.0025008401408789793)
0.020000000000000004, 0.18502056599432365, 0.10805;(0.0015831786582956205, 0.0021353740397799525, 0.002501586128279637)
0.030000000000000002, 0.18502056599432365, 0.10805;(0.0016082668281286634, 0.0030966095512575675, 0.0027493829649099383)
0.04, 0.18502056599432365, 0.10805;(0.0018716287222972985, 0.0031895997468977533, 0.0026535777988839215)
0.05, 0.18502056599432365, 0.10805;(0.002174192101378057, 0.00228428103232739, 0.001972840580176119)
-0.039999999999999994, 0.19502056599432366, 0.10805;(-0.002413171373222868, 0.002540363659298994, 0.002322847700154354)
-0.03, 0.19502056599432366, 0.10805;(0.0014777036215447743, 0.0012180805265745165, 0.0021327368492045223)
-0.020000000000000004, 0.19502056599432366, 0.10805;(0.001634695770866331, 0.0018427928566823737, 0.00272029571437514)
-0.009999999999999995, 0.19502056599432366, 0.10805;(0.0016877022553222192, 0.002112401145508286, 0.003105215976830944)
0.0, 0.19502056599432366, 0.10805;(0.011729753258247306, 0.0022118673222447094, 0.0030884853653733446)
0.010000000000000002, 0.19502056599432366, 0.10805;(0.0018934638088697713, 0.0015380453883998002, 0.0027474743009975183)
0.020000000000000004, 0.19502056599432366, 0.10805;(0.0018529351072464166, 0.0022084733030496018, 0.0027500084539825026)
0.030000000000000002, 0.19502056599432366, 0.10805;(0.0019179377009745403, 0.003173052415312988, 0.0028393365364228623)
0.04, 0.19502056599432366, 0.10805;(0.002007888350921083, 0.00243576446443286, 0.002155439710491522)
0.05, 0.19502056599432366, 0.10805;(0.0022161222509181552, 0.0018745330958045425, 0.0013527077574035373)
-0.039999999999999994, 0.20502056599432367, 0.10805;(-0.0024131875666079036, 0.0030070057424567143, 0.002727936356847538)
-0.03, 0.20502056599432367, 0.10805;(0.0013263590547040079, 0.002128040927434516, 0.002841782677724003)
-0.020000000000000004, 0.20502056599432367, 0.10805;(0.0013004646451186506, 0.002121066469441074, 0.0032662726434464634)
-0.009999999999999995, 0.20502056599432367, 0.10805;(0.0016680494411279462, 0.002153076652602337, 0.00364209564985174)
0.0, 0.20502056599432367, 0.10805;(0.001847725811918282, 0.0024482220181532566, 0.0037689777790363838)
0.010000000000000002, 0.20502056599432367, 0.10805;(0.0015185688321344964, 0.0026344065990981103, 0.0037785444971601967)
0.020000000000000004, 0.20502056599432367, 0.10805;(0.001699643245012504, 0.0032813998995614435, 0.0037769082229543866)
0.030000000000000002, 0.20502056599432367, 0.10805;(0.0019508754643383572, 0.0035934435665757047, 0.0035215559074823766)
0.04, 0.20502056599432367, 0.10805;(0.0018849938855787368, 0.002868511218937525, 0.0025781387750022366)
0.05, 0.20502056599432367, 0.10805;(0.0024890540337671532, 0.0015888735098884554, 0.0011923191040148912)
-0.039999999999999994, 0.21502056599432368, 0.10805;(-0.002737502376503047, 0.003265517136887941, 0.003180550514181091)
-0.03, 0.21502056599432368, 0.10805;(0.0015570450493104307, 0.0019813958228253603, 0.003097564849393261)
-0.020000000000000004, 0.21502056599432368, 0.10805;(0.0011919716219470286, 0.0026357539606043645, 0.003947627419173996)
-0.009999999999999995, 0.21502056599432368, 0.10805;(0.0014027918276969826, 0.0028197175131997876, 0.004497554247850491)
0.0, 0.21502056599432368, 0.10805;(0.0011371087303760155, 0.0029394744856773847, 0.004572626104586475)
0.010000000000000002, 0.21502056599432368, 0.10805;(0.0013928774264744728, 0.003130474585322729, 0.004574303782892253)
0.020000000000000004, 0.21502056599432368, 0.10805;(0.0017358059742598742, 0.003799547918037993, 0.004565662202247689)
0.030000000000000002, 0.21502056599432368, 0.10805;(0.0019185387758709656, 0.0037597140401308127, 0.0041009303985737044)
0.04, 0.21502056599432368, 0.10805;(0.002113594115092314, 0.00325945393212676, 0.0031380510731208594)
0.05, 0.21502056599432368, 0.10805;(0.002288835002519342, 0.0033484003110165472, 0.003446945497717527)
-0.039999999999999994, 0.22502056599432366, 0.10805;(-0.0029420579346002423, 0.003496980300263519, 0.0034956029942573713)
-0.03, 0.22502056599432366, 0.10805;(0.001559850332840635, 0.0021460969388929496, 0.0032752126589773167)
-0.020000000000000004, 0.22502056599432366, 0.10805;(0.0010864990515518543, 0.003068817868317114, 0.004517906139391556)
-0.009999999999999995, 0.22502056599432366, 0.10805;(0.0011764771232929318, 0.003204953509181624, 0.004891254427479758)
0.0, 0.22502056599432366, 0.10805;(0.0013177274858320637, 0.0028983067482045988, 0.004772037221163733)
0.010000000000000002, 0.22502056599432366, 0.10805;(0.0013882278621452204, 0.0031218755884920013, 0.004766278610754196)
0.020000000000000004, 0.22502056599432366, 0.10805;(0.0016531413463523673, 0.0037338290966673626, 0.004769095504314064)
0.030000000000000002, 0.22502056599432366, 0.10805;(0.00167168376187991, 0.003853385771316137, 0.004250118686129081)
0.04, 0.22502056599432366, 0.10805;(0.002113052855021738, 0.002972565010769118, 0.00295351871673874)
0.05, 0.22502056599432366, 0.10805;(0.0024755453847101136, 0.0030394112946809104, 0.003486500420493255)
-0.039999999999999994, 0.23502056599432367, 0.10805;(-0.002812948284328154, 0.0031439707781307225, 0.0035948129229983194)
-0.03, 0.23502056599432367, 0.10805;(0.0011304058216133894, 0.0021430560683278477, 0.003612344544614704)
-0.020000000000000004, 0.23502056599432367, 0.10805;(0.0009708749154482138, 0.0035092395550614386, 0.005303689665955763)
-0.009999999999999995, 0.23502056599432367, 0.10805;(0.0006367943174379245, 0.0035012891798492096, 0.005776252202273624)
0.0, 0.23502056599432367, 0.10805;(0.00098884191528827, 0.003609081470900305, 0.0057730720710280625)
0.010000000000000002, 0.23502056599432367, 0.10805;(0.0010648417717305132, 0.003736242318261862, 0.00564274534252894)
0.020000000000000004, 0.23502056599432367, 0.10805;(0.0012524119951542421, 0.004316447082954394, 0.005670848392345121)
0.030000000000000002, 0.23502056599432367, 0.10805;(0.001617765718857557, 0.0037914470579861193, 0.0047198719062102185)
0.04, 0.23502056599432367, 0.10805;(0.0018932357512768117, 0.002712100399058115, 0.003060686423260142)
0.05, 0.23502056599432367, 0.10805;(0.0016950828191616904, 0.0035504541142638846, 0.003907678538421375)
-0.039999999999999994, 0.24502056599432367, 0.10805;(-0.0028881587961124416, 0.0036991316684812925, 0.004509816333732389)
-0.03, 0.24502056599432367, 0.10805;(0.002148813973061107, 0.0027331972710364916, 0.004459937143786119)
-0.020000000000000004, 0.24502056599432367, 0.10805;(0.0008771418383303059, 0.0038544624444536157, 0.006281942596482126)
-0.009999999999999995, 0.24502056599432367, 0.10805;(0.001172885837766707, 0.004339648128349749, 0.0070973055811914265)
0.0, 0.24502056599432367, 0.10805;(0.0006855353014957385, 0.00342452592442119, 0.006047027744029612)
0.010000000000000002, 0.24502056599432367, 0.10805;(0.0014983093217285845, 0.0033428072735165737, 0.0057975966116235456)
0.020000000000000004, 0.24502056599432367, 0.10805;(0.0019129144389796147, 0.003860444011096309, 0.005808087459559866)
0.030000000000000002, 0.24502056599432367, 0.10805;(0.0017065095948711993, 0.0040241151583930435, 0.005169843537135163)
0.04, 0.24502056599432367, 0.10805;(0.0022826589751163695, 0.0031354958611589656, 0.003669458791264263)
0.05, 0.24502056599432367, 0.10805;(0.00243420253181955, 0.0031376585483310904, 0.00420895882523338)
-0.039999999999999994, 0.25502056599432366, 0.10805;(-0.0028291261558946595, 0.003602505241762588, 0.004799530883282985)
-0.03, 0.25502056599432366, 0.10805;(0.0016630579190149292, 0.0041005009408681126, 0.005923995654869049)
-0.020000000000000004, 0.25502056599432366, 0.10805;(0.0007393858355249118, 0.004602917573242715, 0.007498185350053269)
-0.009999999999999995, 0.25502056599432366, 0.10805;(0.001598732129308356, 0.003719489798504727, 0.006342284667628192)
0.0, 0.25502056599432366, 0.10805;(0.0007864531661907582, 0.0032596779279503996, 0.0062312263564359704)
0.010000000000000002, 0.25502056599432366, 0.10805;(0.0016418660784390943, 0.0030232941227065213, 0.005868626895410969)
0.020000000000000004, 0.25502056599432366, 0.10805;(0.0020332263720834014, 0.003509838728283199, 0.005877673524923438)
0.030000000000000002, 0.25502056599432366, 0.10805;(0.0017463055126393755, 0.003620801340170121, 0.0050602161954662606)
0.04, 0.25502056599432366, 0.10805;(0.0018784166973887864, 0.003550986349013019, 0.0046902421787836795)
0.05, 0.25502056599432366, 0.10805;(0.0020383726270274544, 0.003481092798259533, 0.00467817309707276)
-0.039999999999999994, 0.26502056599432366, 0.10805;(-0.0028212302609504844, 0.0035556510409095465, 0.005124685523817965)
-0.03, 0.26502056599432366, 0.10805;(0.000925147509003018, 0.004417127725657832, 0.006820954884742547)
-0.020000000000000004, 0.26502056599432366, 0.10805;(0.0008635300053540657, 0.004822424326712926, 0.008088350610028966)
-0.009999999999999995, 0.26502056599432366, 0.10805;(0.0011617983129569992, 0.004561472633672625, 0.007393185558629944)
0.0, 0.26502056599432366, 0.10805;(0.001235091394984832, 0.003968361205701487, 0.007176637340917183)
0.010000000000000002, 0.26502056599432366, 0.10805;(0.001302594772343374, 0.0039454631110580896, 0.006919974654299985)
0.020000000000000004, 0.26502056599432366, 0.10805;(0.0021036325749854423, 0.004360387472939042, 0.0069460388048599025)
0.030000000000000002, 0.26502056599432366, 0.10805;(0.0019834529519449536, 0.003533810977203733, 0.005108816600243898)
0.04, 0.26502056599432366, 0.10805;(0.001655346541903517, 0.003722077234958432, 0.0051662501279475526)
0.05, 0.26502056599432366, 0.10805;(0.0025967626561442317, 0.0032155941055025394, 0.004999089221549083)
-0.039999999999999994, 0.17502056599432367, 0.11804999999999999;(-0.0023413309249812955, 0.00206167579702507, 0.003639995058771592)
-0.03, 0.17502056599432367, 0.11804999999999999;(0.0007244002189607732, 0.002412570782466733, 0.0038028111756137767)
-0.020000000000000004, 0.17502056599432367, 0.11804999999999999;(0.0004102442916860717, 0.002874261203876294, 0.004135974852123872)
-0.009999999999999995, 0.17502056599432367, 0.11804999999999999;(0.001014410776712174, 0.002419310825008597, 0.0038012003694149615)
0.0, 0.17502056599432367, 0.11804999999999999;(0.0013865541548415676, 0.0016897533775340756, 0.003462791975350793)
0.010000000000000002, 0.17502056599432367, 0.11804999999999999;(0.0013176828067250727, 0.0019481883187911497, 0.003459011889929614)
0.020000000000000004, 0.17502056599432367, 0.11804999999999999;(0.0011612497354995324, 0.0027076114093316506, 0.0034545364531086142)
0.030000000000000002, 0.17502056599432367, 0.11804999999999999;(0.0012587712198840126, 0.0039563874433178325, 0.003846138969740426)
0.04, 0.17502056599432367, 0.11804999999999999;(0.0015920572004623976, 0.004032328066932628, 0.0038242916711545005)
0.05, 0.17502056599432367, 0.11804999999999999;(0.0017222238883328814, 0.0037824414669491158, 0.0034596458330196506)
-0.039999999999999994, 0.18502056599432365, 0.11804999999999999;(-0.04244211250307227, 0.0007839291333879561, 0.0019954745642136035)
-0.03, 0.18502056599432365, 0.11804999999999999;(-0.0025644195079507423, 0.0027226644538743683, 0.002148417535218883)
-0.020000000000000004, 0.18502056599432365, 0.11804999999999999;(0.0011322160470539425, 0.0017980977220269645, 0.0020360473504646287)
-0.009999999999999995, 0.18502056599432365, 0.11804999999999999;(0.0020155129806093894, 0.0005588900561128152, 0.0016489023685535287)
0.0, 0.18502056599432365, 0.11804999999999999;(0.0018009331027934695, 0.0009645403473786673, 0.0018410990161736585)
0.010000000000000002, 0.18502056599432365, 0.11804999999999999;(0.0016061020594473896, 0.0011313987853627805, 0.0018434660247035606)
0.020000000000000004, 0.18502056599432365, 0.11804999999999999;(0.001437837532071537, 0.0018615483027815405, 0.0018322508848328672)
0.030000000000000002, 0.18502056599432365, 0.11804999999999999;(0.0015787187104039924, 0.0024760641053060695, 0.0017860264511841972)
0.04, 0.18502056599432365, 0.11804999999999999;(0.0019278504499107563, 0.001481371007598209, 0.0010269917110098253)
0.05, 0.18502056599432365, 0.11804999999999999;(0.0023789976381664857, 0.0015503006205020986, 0.0012475296315471868)
-0.039999999999999994, 0.19502056599432366, 0.11804999999999999;(-0.0029431122648390234, 0.0023447361087891305, 0.002372114427767802)
-0.03, 0.19502056599432366, 0.11804999999999999;(0.0017239231055834608, 0.0008274927895034201, 0.0020272220171216326)
-0.020000000000000004, 0.19502056599432366, 0.11804999999999999;(0.0009967215894411824, 0.0020902281438288373, 0.003116970923477319)
-0.009999999999999995, 0.19502056599432366, 0.11804999999999999;(0.0018923750627598043, 0.0019412297893465769, 0.0033006785783587095)
0.0, 0.19502056599432366, 0.11804999999999999;(0.0019113522702030679, 0.0014390954709939396, 0.0030798253116214175)
0.010000000000000002, 0.19502056599432366, 0.11804999999999999;(0.0016835653283878808, 0.0016185534252733391, 0.003077080833059867)
0.020000000000000004, 0.19502056599432366, 0.11804999999999999;(0.0016983096544003554, 0.002295293093954598, 0.003077092129358347)
0.030000000000000002, 0.19502056599432366, 0.11804999999999999;(0.0018093487248315547, 0.0030088539857582863, 0.0029348973271911827)
0.04, 0.19502056599432366, 0.11804999999999999;(0.0019004702576974689, 0.0019082990501053665, 0.0018730673436788553)
0.05, 0.19502056599432366, 0.11804999999999999;(0.0020797494201500386, 0.0019061740354129886, 0.0011929677288388535)
-0.039999999999999994, 0.20502056599432367, 0.11804999999999999;(-0.003822448894796285, 0.0022207841487023317, 0.002789399236476392)
-0.03, 0.20502056599432367, 0.11804999999999999;(0.0005105662976666418, 0.0015714482718420242, 0.0030136118861409794)
-0.020000000000000004, 0.20502056599432367, 0.11804999999999999;(-2.930822598228716e-05, 0.001882785686735694, 0.00366807565877722)
-0.009999999999999995, 0.20502056599432367, 0.11804999999999999;(0.00024648968816892887, 0.0020562671544818445, 0.0041301314494508745)
0.0, 0.20502056599432367, 0.11804999999999999;(0.0007083410231323272, 0.0017037523031320223, 0.003946146444415752)
0.010000000000000002, 0.20502056599432367, 0.11804999999999999;(0.0004724577761181462, 0.0020045254895390274, 0.003943372591831959)
0.020000000000000004, 0.20502056599432367, 0.11804999999999999;(0.0006410973795820257, 0.0027209104553956864, 0.003944751695116364)
0.030000000000000002, 0.20502056599432367, 0.11804999999999999;(0.001988014917471994, 0.003521721880461126, 0.0036244405423987297)
0.04, 0.20502056599432367, 0.11804999999999999;(0.002427475806100962, 0.0026899805389827836, 0.0026320989606319067)
0.05, 0.20502056599432367, 0.11804999999999999;(0.0028369098930130024, 0.0022938889019298303, 0.002307273081305433)
-0.039999999999999994, 0.21502056599432368, 0.11804999999999999;(-0.002436122627221045, 0.0032901337930091035, 0.0033850677333353146)
-0.03, 0.21502056599432368, 0.11804999999999999;(0.0015392895357707048, 0.0027998184503277845, 0.003720087786069415)
-0.020000000000000004, 0.21502056599432368, 0.11804999999999999;(0.0015931768876714589, 0.0024206046144910065, 0.004124314228850345)
-0.009999999999999995, 0.21502056599432368, 0.11804999999999999;(0.00170111715522713, 0.0029636586751325966, 0.0049178672361510495)
0.0, 0.21502056599432368, 0.11804999999999999;(0.001462171006386452, 0.0030838183439815814, 0.005041659036244608)
