x,y,z,d
0.05,0.26502056599432366,0.18805,0.006433531176298857,0
0.04,0.26502056599432366,0.18805,0.0047820089384913445,0
0.030000000000000002,0.26502056599432366,0.18805,0.007899346761405468,0
0.020000000000000004,0.26502056599432366,0.18805,0.00844759400933981,0
0.010000000000000002,0.26502056599432366,0.18805,0.00807057786732912,0
0.0,0.26502056599432366,0.18805,0.007778671570122242,0
-0.009999999999999995,0.26502056599432366,0.18805,0.007740038447082043,0
-0.020000000000000004,0.26502056599432366,0.18805,0.007878527976572514,0
-0.03,0.26502056599432366,0.18805,0.006178393494337797,0
-0.039999999999999994,0.26502056599432366,0.18805,0.00647909427061677,0
0.05,0.25502056599432366,0.18805,0.0084609966725111,0
0.04,0.25502056599432366,0.18805,0.007193517405539751,0
0.030000000000000002,0.25502056599432366,0.18805,0.007856231182813644,0
0.020000000000000004,0.25502056599432366,0.18805,0.006681316997855902,0
0.010000000000000002,0.25502056599432366,0.18805,0.006622302811592817,0
0.0,0.25502056599432366,0.18805,0.0064504328183829784,0
-0.009999999999999995,0.25502056599432366,0.18805,0.006634881254285574,0
-0.020000000000000004,0.25502056599432366,0.18805,0.0065475222654640675,0
-0.03,0.25502056599432366,0.18805,0.006020599976181984,0
-0.039999999999999994,0.25502056599432366,0.18805,0.006095777731388807,0
0.05,0.24502056599432367,0.18805,0.00749298557639122,0
0.04,0.24502056599432367,0.18805,0.006994931027293205,0
0.030000000000000002,0.24502056599432367,0.18805,0.006849347613751888,0
0.020000000000000004,0.24502056599432367,0.18805,0.008145988918840885,0
0.010000000000000002,0.24502056599432367,0.18805,0.005480100866407156,0
0.0,0.24502056599432367,0.18805,0.0072244396433234215,0
-0.009999999999999995,0.24502056599432367,0.18805,0.006873830687254667,0
-0.020000000000000004,0.24502056599432367,0.18805,0.007089376449584961,0
-0.03,0.24502056599432367,0.18805,0.006019384600222111,0
-0.039999999999999994,0.24502056599432367,0.18805,0.005497039761394262,0
0.05,0.23502056599432367,0.18805,0.007320272270590067,0
0.04,0.23502056599432367,0.18805,0.005628442391753197,0
0.030000000000000002,0.23502056599432367,0.18805,0.00535863172262907,0
0.020000000000000004,0.23502056599432367,0.18805,0.005794080439954996,0
0.010000000000000002,0.23502056599432367,0.18805,0.00672098807990551,0
0.0,0.23502056599432367,0.18805,0.0066216071136295795,0
-0.009999999999999995,0.23502056599432367,0.18805,0.006752880290150642,0
-0.020000000000000004,0.23502056599432367,0.18805,0.007017301861196756,0
-0.03,0.23502056599432367,0.18805,0.006758247036486864,0
-0.039999999999999994,0.23502056599432367,0.18805,0.005371626000851393,0
0.05,0.22502056599432366,0.18805,0.006791749037802219,0
0.04,0.22502056599432366,0.18805,0.005517988000065088,0
0.030000000000000002,0.22502056599432366,0.18805,0.00548277422785759,0
0.020000000000000004,0.22502056599432366,0.18805,0.006808998994529247,0
0.010000000000000002,0.22502056599432366,0.18805,0.004570449236780405,0
0.0,0.22502056599432366,0.18805,0.006162204779684544,0
-0.009999999999999995,0.22502056599432366,0.18805,0.006102425511926413,0
-0.020000000000000004,0.22502056599432366,0.18805,0.006592426914721727,0
-0.03,0.22502056599432366,0.18805,0.00501974206417799,0
-0.039999999999999994,0.22502056599432366,0.18805,0.002429123967885971,0
0.05,0.21502056599432368,0.18805,0.006830841302871704,0
0.04,0.21502056599432368,0.18805,0.00542326970025897,0
0.030000000000000002,0.21502056599432368,0.18805,0.0053893583826720715,0
0.020000000000000004,0.21502056599432368,0.18805,0.005368201993405819,0
0.010000000000000002,0.21502056599432368,0.18805,0.0058066765777766705,0
0.0,0.21502056599432368,0.18805,0.0057419114746153355,0
-0.009999999999999995,0.21502056599432368,0.18805,0.005860382691025734,0
-0.020000000000000004,0.21502056599432368,0.18805,0.006178948096930981,0
-0.03,0.21502056599432368,0.18805,0.005862221587449312,0
-0.039999999999999994,0.21502056599432368,0.18805,0.004554294515401125,0
0.05,0.20502056599432367,0.18805,0.005738832987844944,0
0.04,0.20502056599432367,0.18805,0.00554271787405014,0
0.030000000000000002,0.20502056599432367,0.18805,0.004785887897014618,0
0.020000000000000004,0.20502056599432367,0.18805,0.005323107820004225,0
0.010000000000000002,0.20502056599432367,0.18805,0.005090046674013138,0
0.0,0.20502056599432367,0.18805,0.005098624620586634,0
-0.009999999999999995,0.20502056599432367,0.18805,0.005148937460035086,0
-0.020000000000000004,0.20502056599432367,0.18805,0.005428373347967863,0
-0.03,0.20502056599432367,0.18805,0.006188137922435999,0
-0.039999999999999994,0.20502056599432367,0.18805,0.0028338173869997263,0
0.05,0.19502056599432366,0.18805,0.0053872000426054,0
0.04,0.19502056599432366,0.18805,0.004355472046881914,0
0.030000000000000002,0.19502056599432366,0.18805,0.004092835821211338,0
0.020000000000000004,0.19502056599432366,0.18805,0.004525257274508476,0
0.010000000000000002,0.19502056599432366,0.18805,0.004458333365619183,0
0.0,0.19502056599432366,0.18805,0.004379089456051588,0
-0.009999999999999995,0.19502056599432366,0.18805,0.004427836276590824,0
-0.020000000000000004,0.19502056599432366,0.18805,0.005171744152903557,0
-0.03,0.19502056599432366,0.18805,0.0051566436886787415,0
-0.039999999999999994,0.19502056599432366,0.18805,0.0033229042310267687,0
0.05,0.18502056599432365,0.18805,0.003966272342950106,0
0.04,0.18502056599432365,0.18805,0.0037030561361461878,0
0.030000000000000002,0.18502056599432365,0.18805,0.003892257111147046,0
0.020000000000000004,0.18502056599432365,0.18805,0.004176436923444271,0
0.010000000000000002,0.18502056599432365,0.18805,0.004207962658256292,0
0.0,0.18502056599432365,0.18805,0.003986160736531019,0
-0.009999999999999995,0.18502056599432365,0.18805,0.003995255101472139,0
-0.020000000000000004,0.18502056599432365,0.18805,0.00458249868825078,0
-0.03,0.18502056599432365,0.18805,0.005129766650497913,0
-0.039999999999999994,0.18502056599432365,0.18805,0.0035555448848754168,0
