0,['-4.533579e-12', '1.6633738e-08', '1.2510238e-08', '-1.38312e-13', '3.9489348e-17', '3.3014678e-19'](-0.004936712017667256, 0.2738224753241505, 0.09467755771659962)
702,['1.7471857', '-1.5720677', '-0.23320442', '0.23444659', '0.0005294649', '0.17674461'](0.014960404913740311, 0.2838900334013582, 0.054773069226520796)
703,['1.7471857', '-1.5720702', '-0.23320615', '0.23444659', '0.0005294649', '0.17674461'](0.014961955466908738, 0.283881346697622, 0.0547577806102478)
704,['1.7471857', '-1.5720705', '-0.23320615', '0.23444659', '0.0005294649', '0.17674461'](0.014962061774415357, 0.2838808171476925, 0.0547567822425649)
705,['1.7471857', '-1.5720702', '-0.23320615', '0.23444659', '0.0005294649', '0.17674461'](0.014962058042142505, 0.28388079578298037, 0.0547567077316926)
706,['1.7471857', '-1.5720698', '-0.23320602', '0.23444659', '0.0005294649', '0.17674461'](0.014962061774415357, 0.2838808171476925, 0.0547567822425649)
707,['1.7471857', '-1.5720693', '-0.23320588', '0.23444659', '0.0005294649', '0.17674461'](0.014962041319472893, 0.28388089570025793, 0.0547569014479803)
708,['1.7827275', '-1.5594075', '-0.26090655', '0.24894628', '2.7907261e-05', '0.21211031'](0.014962043474745024, 0.2838809896755973, 0.054757169668919886)
709,['1.7827275', '-1.5594229', '-0.26091826', '0.24894628', '2.7907463e-05', '0.21211031'](0.005002328075433766, 0.28384163525401246, 0.05471373403505422)
710,['1.7827275', '-1.5594236', '-0.26091897', '0.24894628', '2.7907463e-05', '0.21211031'](0.0050030654436899556, 0.28383813502528576, 0.05470752127309393)
711,['1.7827275', '-1.5594233', '-0.26091886', '0.24894628', '2.7907463e-05', '0.21211031'](0.00500311548973026, 0.2838379263821148, 0.054707208404222024)
712,['1.7827275', '-1.5594229', '-0.2609187', '0.24894628', '2.7907463e-05', '0.21211031'](0.005003121593422385, 0.2838379745845483, 0.054707312701095745)
713,['1.7827275', '-1.5594224', '-0.26091862', '0.24894628', '2.7907463e-05', '0.21211031'](0.00500311403101952, 0.28383800078400373, 0.054707431894540956)
714,['1.7827275', '-1.5594219', '-0.26091853', '0.24894628', '2.7907463e-05', '0.21211031'](0.005003068074195631, 0.28383807053885984, 0.054707565980008976)
715,['1.8178426', '-1.559537', '-0.26104814', '0.24921416', '0.00060364977', '0.2467668'](0.0050030500888909035, 0.2838381656373565, 0.0547077149702893)
716,['1.8178426', '-1.5595368', '-0.26104805', '0.24921416', '0.00060364977', '0.2467668'](-0.005029346072294699, 0.2838202114496845, 0.054674012234816674)
717,['1.8178426', '-1.5595363', '-0.2610479', '0.24921416', '0.00060364977', '0.2467668'](-0.005029331723044478, 0.283820269172103, 0.054674116524317265)
718,['1.8178426', '-1.5595359', '-0.2610478', '0.24921416', '0.00060364977', '0.2467668'](-0.0050293670152460335, 0.2838203201409921, 0.05467422081746129)
719,['1.8178426', '-1.5595354', '-0.26104772', '0.24921416', '0.00060364977', '0.2467668'](-0.005029395520983577, 0.2838204291061547, 0.05467438470156338)
720,['1.8178426', '-1.5595349', '-0.26104763', '0.24921416', '0.00060364977', '0.2467668'](-0.005029412734098755, 0.2838204499986886, 0.054674489001901944)
721,['1.8178426', '-1.5595344', '-0.26104754', '0.24921416', '0.00060364977', '0.2467668'](-0.005029419599045316, 0.2838205576276865, 0.05467466778638186)
722,['1.8529209', '-1.5712208', '-0.23627079', '0.23660588', '-0.0005703808', '0.2819057'](-0.005029450926403369, 0.28382061031714295, 0.05467477207783171)
723,['1.8529209', '-1.5712067', '-0.23626032', '0.23660588', '-0.0005703808', '0.2819057'](-0.014960402947545727, 0.2838542014179191, 0.05463961560047127)
724,['1.8529209', '-1.5712055', '-0.23625958', '0.23660588', '-0.0005703808', '0.2819057'](-0.014961323214055276, 0.2838573914852287, 0.05464532262241745)
725,['1.8529209', '-1.5712053', '-0.23625946', '0.23660588', '-0.0005703808', '0.2819057'](-0.014961347812879954, 0.28385758729887933, 0.05464572494869312)
726,['1.8529209', '-1.5712048', '-0.23625937', '0.23660588', '-0.0005703808', '0.2819057'](-0.014961376854897158, 0.2838576736837515, 0.054645859055928725)
727,['1.8529209', '-1.5712043', '-0.23625924', '0.23660588', '-0.0005703808', '0.2819057'](-0.014961381611678997, 0.28385769202495564, 0.05464594846306864)
728,['1.8529209', '-1.5712038', '-0.2362591', '0.23660588', '-0.0005703808', '0.2819057'](-0.014961434872441027, 0.28385776273466123, 0.054646082565471474)
729,['1.7169474', '-1.381882', '-0.65278655', '0.4659041', '-0.0002345193', '0.146262'](-0.014961448147643885, 0.28385787256395917, 0.05464630608407657)
730,['1.7169474', '-1.3820667', '-0.652925', '0.4659041', '-0.0002345195', '0.146262'](0.024971931536835332, 0.27415554944130094, 0.05513363930750245)
731,['1.7169474', '-1.3820784', '-0.6529336', '0.4659041', '-0.0002345195', '0.146262'](0.024978560509213786, 0.27411032818190034, 0.05506210441246978)
732,['1.7169474', '-1.3820788', '-0.65293413', '0.4659041', '-0.0002345195', '0.146262'](0.024979013123724976, 0.27410748872715224, 0.0550576020473294)
733,['1.7169474', '-1.3820789', '-0.65293425', '0.4659041', '-0.0002345195', '0.146262'](0.024979007028470612, 0.2741073730137302, 0.05505745293996421)
734,['1.7169474', '-1.3820785', '-0.6529341', '0.4659041', '-0.0002345195', '0.146262'](0.024979007028470612, 0.2741073730137302, 0.05505745293996421)
735,['1.7169474', '-1.382078', '-0.65293396', '0.4659041', '-0.0002345195', '0.146262'](0.024978990702599697, 0.2741074660869445, 0.05505758710764033)
736,['1.7539718', '-1.3731407', '-0.6749791', '0.47666964', '-0.00070670457', '0.1829716'](0.024978986802812235, 0.27410748864435386, 0.05505766165187738)
737,['1.7539718', '-1.3731636', '-0.67499644', '0.47666964', '-0.00070670457', '0.1829716'](0.015048664620138992, 0.27385234490628657, 0.054733020290445564)
738,['1.7539718', '-1.3731649', '-0.67499745', '0.47666964', '-0.00070670457', '0.1829716'](0.015049645421155528, 0.27384671683391615, 0.05472418564190587)
739,['1.7539718', '-1.373165', '-0.6749975', '0.47666964', '-0.00070670457', '0.1829716'](0.015049756510797806, 0.2738464304375428, 0.05472372381580701)
740,['1.7539718', '-1.3731647', '-0.6749973', '0.47666964', '-0.00070670457', '0.1829716'](0.015049759372476011, 0.27384637819088015, 0.054723649324068396)
741,['1.7539718', '-1.3731643', '-0.67499715', '0.47666964', '-0.00070670457', '0.1829716'](0.015049756510797806, 0.2738464304375428, 0.05472372381580701)
742,['1.7539718', '-1.3731638', '-0.67499703', '0.47666964', '-0.00070670457', '0.1829716'](0.015049720973056468, 0.2738464993452991, 0.05472387278582397)
743,['1.7906127', '-1.3685395', '-0.68621063', '0.4835387', '6.2272025e-05', '0.22023013'](0.015049719587934487, 0.2738465948410431, 0.05472399197556005)
744,['1.7906127', '-1.3685435', '-0.6862137', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000508401154818, 0.2738412267829461, 0.05468391194691227)
745,['1.7906127', '-1.3685439', '-0.6862138', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000715383624554, 0.2738402061648242, 0.054682332618433166)
746,['1.7906127', '-1.3685441', '-0.6862136', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000733475192138, 0.273840098458318, 0.05468219852882403)
747,['1.7906127', '-1.3685437', '-0.68621343', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000746322207235, 0.27384012118716483, 0.05468225812374576)
748,['1.7906127', '-1.3685433', '-0.68621325', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000715383624554, 0.2738402061648242, 0.054682332618433166)
749,['1.7906127', '-1.3685428', '-0.6862131', '0.4835387', '6.2272025e-05', '0.22023013'](0.005000688752577734, 0.27384033446229106, 0.05468245181093276)
750,['1.8270952', '-1.3685992', '-0.68593603', '0.4830671', '0.00012830379', '0.2566362'](0.005000655002079189, 0.2738404214605702, 0.05468255610722253)
751,['1.8270952', '-1.3686001', '-0.68593675', '0.4830671', '0.00012830379', '0.2566362'](-0.004997240805847814, 0.2738226769914091, 0.05467699235497764)
752,['1.8270952', '-1.3685999', '-0.6859368', '0.4830671', '0.00012830379', '0.2566362'](-0.00499718688734421, 0.2738223484882447, 0.05467659010679396)
753,['1.8270952', '-1.3685997', '-0.68593657', '0.4830671', '0.00012830379', '0.2566362'](-0.004997180316565842, 0.2738224038316967, 0.05467669439704684)
754,['1.8270952', '-1.3685993', '-0.6859364', '0.4830671', '0.00012830379', '0.2566362'](-0.004997227144985506, 0.2738225424950318, 0.0546768284732381)
755,['1.8270952', '-1.3685988', '-0.6859362', '0.4830671', '0.00012830379', '0.2566362'](-0.004997227144985506, 0.2738225424950318, 0.0546768284732381)
756,['1.8270952', '-1.3685983', '-0.68593603', '0.4830671', '0.00012830379', '0.2566362'](-0.0049972789338160835, 0.27382272694961046, 0.05467706684673165)
757,['1.8632917', '-1.3732705', '-0.6765284', '0.47935835', '-0.00025878884', '0.29292855'](-0.004997293894836622, 0.2738227774172334, 0.05467717114035213)
758,['1.8632917', '-1.373261', '-0.6765213', '0.47935835', '-0.00025878884', '0.29292855'](-0.014988992632128391, 0.2738829289731372, 0.05464980362931823)
759,['1.8632917', '-1.3732601', '-0.6765208', '0.47935835', '-0.00025878884', '0.29292855'](-0.01498964846678702, 0.2738851068606757, 0.05465342499769815)
760,['1.8632917', '-1.3732597', '-0.6765207', '0.47935835', '-0.00025878884', '0.29292855'](-0.014989704244298421, 0.2738852659297741, 0.05465367834480356)
761,['1.8632917', '-1.3732592', '-0.6765206', '0.47935835', '-0.00025878884', '0.29292855'](-0.014989687021970123, 0.27388534536205317, 0.054653827376628286)
762,['1.8632917', '-1.3732587', '-0.67652047', '0.47935835', '-0.00025878884', '0.29292855'](-0.014989739080971173, 0.27388542183857373, 0.05465405091160841)
763,['1.8632917', '-1.3732582', '-0.67652035', '0.47935835', '-0.00025878884', '0.29292855'](-0.014989769141184458, 0.2738855331628855, 0.05465411052470394)
764,['1.7227197', '-1.2691948', '-0.9122687', '0.6106781', '-0.0008483432', '0.1520782'](-0.01498982736064649, 0.27388565203953275, 0.054654334066608024)
765,['1.7227197', '-1.2693095', '-0.9123549', '0.6106781', '-0.00084834325', '0.1520782'](0.025036448678320215, 0.2639780676432118, 0.054951665724928336)
766,['1.7227197', '-1.2693167', '-0.91236025', '0.6106781', '-0.00084834325', '0.1520782'](0.02504091542503914, 0.26394895538017143, 0.05490910171505975)
767,['1.7227197', '-1.2693168', '-0.9123606', '0.6106781', '-0.00084834325', '0.1520782'](0.02504114867647709, 0.2639470978075154, 0.054906389852330706)
768,['1.7227197', '-1.2693173', '-0.9123604', '0.6106781', '-0.00084834325', '0.1520782'](0.02504116697153764, 0.26394702353354865, 0.05490627065400579)
769,['1.7227197', '-1.2693169', '-0.91236025', '0.6106781', '-0.00084834325', '0.1520782'](0.025041253394881495, 0.2639470200853746, 0.05490621105506825)
770,['1.7227197', '-1.2693167', '-0.91236', '0.6106781', '-0.00084834325', '0.1520782'](0.0250411666443885, 0.26394707540723933, 0.05490631535078759)
771,['1.7611262', '-1.2627025', '-0.9301513', '0.6214943', '-0.0010296763', '0.18970136'](0.025041147955410882, 0.263947142061914, 0.05490643455094163)
772,['1.7611262', '-1.2627133', '-0.93015975', '0.6214943', '-0.0010296763', '0.18970136'](0.015070063278992534, 0.2638542253972538, 0.05470108662075031)
773,['1.7611262', '-1.2627132', '-0.9301603', '0.6214943', '-0.0010296763', '0.18970136'](0.015070617968849152, 0.2638514658212614, 0.05469704911367301)
774,['1.7611262', '-1.2627133', '-0.93016046', '0.6214943', '-0.0010296763', '0.18970136'](0.015070661637027196, 0.26385132667990796, 0.054696944835658984)
775,['1.7611262', '-1.262713', '-0.9301602', '0.6214943', '-0.0010296763', '0.18970136'](0.015070661637027196, 0.26385132667990796, 0.054696944835658984)
776,['1.7611262', '-1.2627127', '-0.93016', '0.6214943', '-0.0010296763', '0.18970136'](0.015070657765613274, 0.2638514184091464, 0.05469707893482631)
777,['1.7611262', '-1.2627126', '-0.93015975', '0.6214943', '-0.0010296763', '0.18970136'](0.01507064276476179, 0.2638514402629084, 0.05469709381931326)
778,['1.7991602', '-1.2592738', '-0.9385997', '0.62666565', '-0.00012802359', '0.22853957'](0.015070591709546784, 0.2638515355935493, 0.05469722789571091)
779,['1.7991602', '-1.2592767', '-0.9386021', '0.62666565', '-0.00012802359', '0.22853957'](0.005011663850085892, 0.2638432410512682, 0.05468163229054006)
780,['1.7991602', '-1.2592772', '-0.93860215', '0.62666565', '-0.00012802359', '0.22853957'](0.0050118463975712384, 0.2638424703596084, 0.05468055954520459)
781,['1.7991602', '-1.2592775', '-0.938602', '0.62666565', '-0.00012802359', '0.22853957'](0.005011852061906045, 0.2638424485395588, 0.05468047014809169)
782,['1.7991602', '-1.2592771', '-0.93860173', '0.62666565', '-0.00012802359', '0.22853957'](0.005011870701464159, 0.26384237461130416, 0.054680395648898955)
783,['1.7991602', '-1.2592769', '-0.93860143', '0.62666565', '-0.00012802359', '0.22853957'](0.005011792152131894, 0.26384253461001106, 0.05468052973969528)
784,['1.7991602', '-1.2592766', '-0.93860114', '0.62666565', '-0.00012802359', '0.22853957'](0.005011810587842419, 0.26384263749495185, 0.054680693636564054)
785,['1.8369629', '-1.2593257', '-0.93817806', '0.6259322', '0.00025322512', '0.26633593'](0.0050117807525843225, 0.26384271736305187, 0.05468070852819666)
786,['1.8369629', '-1.259327', '-0.9381791', '0.6259322', '0.00025322512', '0.26633593'](-0.0050032738783893525, 0.263816070980792, 0.05467834736703592)
787,['1.8369629', '-1.2593272', '-0.93817914', '0.6259322', '0.00025322512', '0.26633593'](-0.005003202350728304, 0.2638158642499682, 0.05467793022910712)
788,['1.8369629', '-1.2593268', '-0.9381789', '0.6259322', '0.00025322512', '0.26633593'](-0.005003180975609416, 0.26381573682899767, 0.05467781105024053)
789,['1.8369629', '-1.2593265', '-0.9381786', '0.6259322', '0.00025322512', '0.26633593'](-0.005003202350728304, 0.2638158642499682, 0.05467793022910712)
790,['1.8369629', '-1.2593262', '-0.9381783', '0.6259322', '0.00025322512', '0.26633593'](-0.005003255822852943, 0.26381597751149166, 0.054678108999703434)
791,['1.8369629', '-1.259326', '-0.938178', '0.6259322', '0.00025322512', '0.26633593'](-0.005003228910114161, 0.26381605790668217, 0.05467827287128116)
792,['1.8743713', '-1.2631408', '-0.9313165', '0.6246622', '0.00057519705', '0.3036765'](-0.0050032738783893525, 0.263816070980792, 0.05467834736703592)
793,['1.8743713', '-1.2631288', '-0.9313077', '0.6246622', '0.00057519705', '0.3036765'](-0.015052142187709202, 0.26390653098879585, 0.054644401933350295)
794,['1.8743713', '-1.2631279', '-0.93130714', '0.6246622', '0.00057519705', '0.3036765'](-0.015053001549572351, 0.2639094177920696, 0.05464876932734834)
795,['1.8743713', '-1.2631276', '-0.931307', '0.6246622', '0.00057519705', '0.3036765'](-0.015053111323335757, 0.2639096515298516, 0.054649186682126705)
796,['1.8743713', '-1.2631273', '-0.93130684', '0.6246622', '0.00057519705', '0.3036765'](-0.015053102263476772, 0.2639096982306743, 0.05464926120333213)
797,['1.8743713', '-1.2631272', '-0.9313066', '0.6246622', '0.00057519705', '0.3036765'](-0.01505311783981896, 0.2639097425551776, 0.0546492910203137)
798,['1.8743713', '-1.2631271', '-0.93130636', '0.6246622', '0.00057519705', '0.3036765'](-0.015053151815107673, 0.2639098017734088, 0.054649410269685866)
799,['1.7285208', '-1.1838604', '-1.1172183', '0.73113483', '0.00088756037', '0.15881906'](-0.015053146871676285, 0.2639098542121417, 0.054649454993539084)
800,['1.7285208', '-1.1839519', '-1.117287', '0.73113483', '0.00088756037', '0.15881906'](0.024919816961420607, 0.25399882253012285, 0.05488674554004566)
801,['1.7285208', '-1.1839577', '-1.1172917', '0.73113483', '0.00088756037', '0.15881906'](0.02492357065570078, 0.25397506459354785, 0.05485420830824371)
802,['1.7285208', '-1.1839579', '-1.1172918', '0.73113483', '0.00088756037', '0.15881906'](0.02492383948665014, 0.253973424577302, 0.054852047155197356)
803,['1.7285208', '-1.1839584', '-1.1172919', '0.73113483', '0.00088756037', '0.15881906'](0.02492383948665014, 0.253973424577302, 0.054852047155197356)
804,['1.7285208', '-1.1839582', '-1.1172924', '0.73113483', '0.00088756037', '0.15881906'](0.02492384107444678, 0.2539733399974117, 0.054851838513720136)
805,['1.7285208', '-1.1839579', '-1.1172929', '0.73113483', '0.00088756037', '0.15881906'](0.024923869798507192, 0.2539732565890909, 0.0548518384873624)
806,['1.7687466', '-1.1779891', '-1.1319242', '0.7380083', '-0.0006810668', '0.19817169'](0.024923855976229148, 0.253973268307657, 0.05485188319601236)
807,['1.7687466', '-1.1780055', '-1.1319362', '0.7380083', '-0.0006810668', '0.19817169'](0.015053422751916698, 0.2538183396263589, 0.054713271256989895)
808,['1.7687466', '-1.1780065', '-1.1319371', '0.7380083', '-0.0006810668', '0.19817169'](0.015054275473691385, 0.25381413937077246, 0.05470758106472354)
809,['1.7687466', '-1.1780065', '-1.1319373', '0.7380083', '-0.0006810668', '0.19817169'](0.015054326644421799, 0.25381382734513763, 0.054707178889016994)
810,['1.7687466', '-1.1780064', '-1.1319376', '0.7380083', '-0.0006810668', '0.19817169'](0.015054326644421799, 0.25381382734513763, 0.054707178889016994)
811,['1.7687466', '-1.1780062', '-1.1319381', '0.7380083', '-0.0006810668', '0.19817169'](0.015054321050619676, 0.2538137804119676, 0.05470714910355322)
812,['1.7687466', '-1.1780059', '-1.1319386', '0.7380083', '-0.0006810668', '0.19817169'](0.015054344564152965, 0.2538137095454524, 0.054707119309228044)
813,['1.8082609', '-1.175224', '-1.1393102', '0.7428265', '0.00038868227', '0.23745342'](0.015054368900111451, 0.25381363736111695, 0.05470705975879839)
814,['1.8082609', '-1.1752266', '-1.139312', '0.7428265', '0.00038868227', '0.23745342'](0.004989227687279039, 0.2538031252908492, 0.05468244055310105)
815,['1.8082609', '-1.1752262', '-1.139312', '0.7428265', '0.00038868227', '0.23745342'](0.0049893656357726844, 0.2538024672836512, 0.05468151693674363)
816,['1.8082609', '-1.1752264', '-1.1393123', '0.7428265', '0.00038868227', '0.23745342'](0.004989374477030321, 0.2538025479510022, 0.05468162122331638)
817,['1.8082609', '-1.1752262', '-1.1393127', '0.7428265', '0.00038868227', '0.23745342'](0.004989387104175124, 0.25380237805345496, 0.05468147226118632)
818,['1.8082609', '-1.175226', '-1.1393132', '0.7428265', '0.00038868227', '0.23745342'](0.004989424196221309, 0.2538023712563769, 0.054681502068723936)
819,['1.8082609', '-1.1752257', '-1.1393137', '0.7428265', '0.00038868227', '0.23745342'](0.004989428368386809, 0.25380228944038724, 0.05468144248513607)
820,['1.8477982', '-1.175153', '-1.1392149', '0.7423217', '-0.00051332504', '0.2773527'](0.004989400188133897, 0.2538023224172529, 0.05468147228547722)
821,['1.8477982', '-1.1751544', '-1.1392162', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946979493693646, 0.2538005749277132, 0.054676708185484924)
822,['1.8477982', '-1.1751544', '-1.1392162', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946848266180773, 0.2538001835745996, 0.05467623155050998)
823,['1.8477982', '-1.1751544', '-1.1392165', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946848266180773, 0.2538001835745996, 0.05467623155050998)
824,['1.8477982', '-1.1751542', '-1.139217', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946816529025459, 0.2538001324565961, 0.054676171979471624)
825,['1.8477982', '-1.175154', '-1.1392175', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946816407249475, 0.2538000609847485, 0.05467617198604911)
826,['1.8477982', '-1.1751537', '-1.139218', '0.7423217', '-0.00051332504', '0.2773527'](-0.004946817372375873, 0.25380000512859097, 0.05467615711651996)
827,['1.8865312', '-1.1788013', '-1.1337137', '0.7431865', '0.000409518', '0.31614712'](-0.004946771169394313, 0.25379991928115614, 0.05467606774923843)
828,['1.8865312', '-1.1787859', '-1.1337022', '0.7431865', '0.000409518', '0.31614712'](-0.015050321615115556, 0.2539331914947287, 0.05463477793244115)
829,['1.8865312', '-1.1787848', '-1.1337013', '0.7431865', '0.000409518', '0.31614712'](-0.015051581890908246, 0.25393706119654896, 0.05464024925028292)
830,['1.8865312', '-1.1787846', '-1.1337011', '0.7431865', '0.000409518', '0.31614712'](-0.01505166336893716, 0.25393740671923526, 0.05464065179032736)
831,['1.8865312', '-1.1787844', '-1.1337016', '0.7431865', '0.000409518', '0.31614712'](-0.01505166336893716, 0.25393740671923526, 0.05464065179032736)
832,['1.8865312', '-1.1787841', '-1.133702', '0.7431865', '0.000409518', '0.31614712'](-0.015051668540886813, 0.2539373370668785, 0.054640666682132716)
833,['1.8865312', '-1.1787839', '-1.1337025', '0.7431865', '0.000409518', '0.31614712'](-0.015051668335566652, 0.25393740590901626, 0.05464072629294742)
834,['1.7353667', '-1.1128964', '-1.2926624', '0.8348622', '-0.00022482715', '0.16461325'](-0.015051625168736076, 0.253937205454346, 0.05464063680631631)
835,['1.7353667', '-1.1129826', '-1.2927274', '0.8348622', '-0.00022482678', '0.16461325'](0.024998336036028843, 0.24396055771536654, 0.054866208877754716)
836,['1.7353667', '-1.1129878', '-1.2927314', '0.8348622', '-0.00022482678', '0.16461325'](0.025002162020607753, 0.24393774099069657, 0.054836942763015636)
837,['1.7353667', '-1.1129878', '-1.2927315', '0.8348622', '-0.00022482678', '0.16461325'](0.025002402388846958, 0.2439362881042156, 0.054835154657120105)
838,['1.7353667', '-1.1129881', '-1.2927316', '0.8348622', '-0.00022482678', '0.16461325'](0.025002402388846958, 0.2439362881042156, 0.054835154657120105)
839,['1.7353667', '-1.112988', '-1.2927321', '0.8348622', '-0.00022482678', '0.16461325'](0.025002402388846958, 0.2439362881042156, 0.054835154657120105)
840,['1.7353667', '-1.1129879', '-1.2927326', '0.8348622', '-0.00022482678', '0.16461325'](0.025002390578575666, 0.24393618100701311, 0.05483500564903927)
841,['1.7770356', '-1.1078907', '-1.3062916', '0.84209466', '-0.00048283505', '0.20605591'](0.025002401576249878, 0.24393612229560133, 0.05483497584698503)
842,['1.7770356', '-1.1079043', '-1.3063014', '0.84209466', '-0.00048283505', '0.20605591'](0.01504549770557721, 0.24380256941015055, 0.05470658739448914)
843,['1.7770356', '-1.107905', '-1.3063018', '0.84209466', '-0.00048283505', '0.20605591'](0.015046217042028721, 0.24379910200495478, 0.05470210410793891)
844,['1.7770356', '-1.1079047', '-1.3063017', '0.84209466', '-0.00048283505', '0.20605591'](0.015046228530947026, 0.24379891687491687, 0.05470182108497221)
845,['1.7770356', '-1.1079048', '-1.3063022', '0.84209466', '-0.00048283505', '0.20605591'](0.015046222798568768, 0.24379894358949902, 0.05470192536189322)
846,['1.7770356', '-1.1079047', '-1.3063027', '0.84209466', '-0.00048283505', '0.20605591'](0.015046230361725681, 0.24379888692993545, 0.05470188068907911)
847,['1.7770356', '-1.1079046', '-1.3063031', '0.84209466', '-0.00048283505', '0.20605591'](0.015046279284354584, 0.24379876220177019, 0.05470180624073444)
848,['1.8183476', '-1.1053917', '-1.3130314', '0.846323', '-0.00012829654', '0.2474589'](0.015046305619277304, 0.24379874710871827, 0.054701836041421384)
849,['1.8183476', '-1.1053952', '-1.3130339', '0.846323', '-0.00012829654', '0.2474589'](0.005026827632669857, 0.24378981777557682, 0.05468224054425665)
850,['1.8183476', '-1.1053954', '-1.313034', '0.846323', '-0.00012829654', '0.2474589'](0.005027015791298488, 0.24378900030876172, 0.05468113833235312)
851,['1.8183476', '-1.1053959', '-1.3130342', '0.846323', '-0.00012829654', '0.2474589'](0.005027080486891187, 0.24378889038122284, 0.054681034076071)
852,['1.8183476', '-1.1053958', '-1.3130347', '0.846323', '-0.00012829654', '0.2474589'](0.005027064984883014, 0.24378884417965827, 0.054680929809552595)
853,['1.8183476', '-1.1053957', '-1.3130351', '0.846323', '-0.00012829654', '0.2474589'](0.005027090294376499, 0.2437887662653924, 0.05468087022973146)
854,['1.8183476', '-1.1053956', '-1.3130356', '0.846323', '-0.00012829654', '0.2474589'](0.005027102927151106, 0.24378879242616508, 0.05468095962357489)
855,['1.8594606', '-1.1053494', '-1.3129941', '0.8460297', '-0.0008271601', '0.28916416'](0.005027145668513795, 0.24378861898032508, 0.05468084048398589)
856,['1.8594606', '-1.1053503', '-1.3129944', '0.8460297', '-0.0008271601', '0.28916416'](-0.0049220753820688155, 0.2437931376293931, 0.05467588129111961)
857,['1.8594606', '-1.1053499', '-1.3129945', '0.8460297', '-0.0008271601', '0.28916416'](-0.00492204259034885, 0.24379298140572617, 0.05467564298161323)
858,['1.8594606', '-1.10535', '-1.312995', '0.8460297', '-0.0008271601', '0.28916416'](-0.0049220434434494075, 0.24379301902136316, 0.0546757323467435)
859,['1.8594606', '-1.1053499', '-1.3129954', '0.8460297', '-0.0008271601', '0.28916416'](-0.0049220140243145735, 0.2437929514355508, 0.05467568768436311)
860,['1.8594606', '-1.1053498', '-1.3129959', '0.8460297', '-0.0008271601', '0.28916416'](-0.004921991469894954, 0.24379285625692731, 0.05467559832509111)
861,['1.8594606', '-1.1053497', '-1.3129964', '0.8460297', '-0.0008271601', '0.28916416'](-0.004921947518052409, 0.24379272784638678, 0.05467553879161981)
862,['1.8996536', '-1.1087565', '-1.3076218', '0.8464896', '0.00055230653', '0.32882312'](-0.004921982086385694, 0.24379276182310428, 0.05467558347965085)
863,['1.8996536', '-1.1087425', '-1.3076109', '0.8464896', '0.00055230653', '0.32882312'](-0.015048519153444549, 0.24389544490381446, 0.05464193662870939)
864,['1.8996536', '-1.1087415', '-1.3076103', '0.8464896', '0.00055230653', '0.32882312'](-0.015049778348015668, 0.24389906731826783, 0.05464672138018112)
865,['1.8996536', '-1.108741', '-1.3076099', '0.8464896', '0.00055230653', '0.32882312'](-0.01504989159535308, 0.2438993561354094, 0.05464704932533243)
866,['1.8996536', '-1.1087408', '-1.3076104', '0.8464896', '0.00055230653', '0.32882312'](-0.015049894518503875, 0.24389947780392746, 0.054647213274539225)
867,['1.8996536', '-1.1087407', '-1.3076109', '0.8464896', '0.00055230653', '0.32882312'](-0.015049874024821467, 0.24389945342919572, 0.05464727288300665)
868,['1.8996536', '-1.1087406', '-1.3076113', '0.8464896', '0.00055230653', '0.32882312'](-0.015049879523139052, 0.2438993029867234, 0.05464715363416767)
869,['1.8996536', '-1.1087404', '-1.3076118', '0.8464896', '0.00055230653', '0.32882312'](-0.015049815976627082, 0.24389926808651735, 0.054647123802883224)
870,['1.8996536', '-1.1087403', '-1.3076123', '0.8464896', '0.00055230653', '0.32882312'](-0.015049797284282141, 0.2438992332082487, 0.05464712379770806)
871,['1.8996536', '-1.1087402', '-1.3076128', '0.8464896', '0.00055230653', '0.32882312'](-0.015049794391774068, 0.24389916212111482, 0.05464709397441611)
872,['1.8996536', '-1.1087401', '-1.3076133', '0.8464896', '0.00055230653', '0.32882312'](-0.015049734538570581, 0.2438990094442412, 0.05464697471544275)
873,['1.8996536', '-1.10874', '-1.3076137', '0.8464896', '0.00055230653', '0.32882312'](-0.015049733647988521, 0.24389894258085423, 0.05464691509139606)
874,['1.8996536', '-1.1087399', '-1.3076142', '0.8464896', '0.00055230653', '0.32882312'](-0.015049753195638517, 0.2438989408446117, 0.05464694490176872)
875,['1.8996536', '-1.1087397', '-1.3076147', '0.8464896', '0.00055230653', '0.32882312'](-0.015049672607491493, 0.2438988048040678, 0.05464684054425464)
876,['1.8996536', '-1.1087396', '-1.3076152', '0.8464896', '0.00055230653', '0.32882312'](-0.015049672307699215, 0.24389875267219255, 0.0546468107236997)
877,['1.8996536', '-1.1087395', '-1.3076156', '0.8464896', '0.00055230653', '0.32882312'](-0.01504966513116495, 0.24389875340042463, 0.054646840523668666)
