503;2025-10-03 17:51:45.511580;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
505;2025-10-03 17:51:45.572744;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
506;2025-10-03 17:51:45.631229;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
507;2025-10-03 17:51:45.691916;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
508;2025-10-03 17:51:45.879122;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
510;2025-10-03 17:51:45.930412;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
511;2025-10-03 17:51:46.114919;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
513;2025-10-03 17:51:46.294261;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
515;2025-10-03 17:51:46.489377;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
517;2025-10-03 17:51:46.543888;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
518;2025-10-03 17:51:46.745991;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
520;2025-10-03 17:51:46.829912;103.27, -55.63, -65.65, 29.44, 0.26, 13.18
521;2025-10-03 17:51:47.043558;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
523;2025-10-03 17:51:47.102961;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
524;2025-10-03 17:51:47.158394;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
525;2025-10-03 17:51:47.212081;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
526;2025-10-03 17:51:47.268937;None
527;2025-10-03 17:51:47.428528;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
528;2025-10-03 17:51:47.534651;103.27, -55.63, -65.65, 29.44, 0.26, 13.27
529;2025-10-03 17:51:47.918744;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
533;2025-10-03 17:51:47.973929;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
534;2025-10-03 17:51:48.153336;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
536;2025-10-03 17:51:48.206964;None
537;2025-10-03 17:51:48.360489;None
538;2025-10-03 17:51:48.522566;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
539;2025-10-03 17:51:48.585050;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
